"ko_id","symbol","name"
"K10025"," aotP"," arginine/ornithine transport system ATP-binding protein [EC:7.4.2.1]"
"K01153"," hsdR"," type I restriction enzyme, R subunit [EC:3.1.21.3]"
"K14794"," RRP12"," ribosomal RNA-processing protein 12"
"K15443"," TRM82, WDR4"," tRNA (guanine-N(7)-)-methyltransferase subunit TRM82"
"K04771"," degP, htrA"," serine protease Do [EC:3.4.21.107]"
"K01006"," ppdK"," pyruvate, orthophosphate dikinase [EC:2.7.9.1]"
"K14544"," UTP22, NOL6"," U3 small nucleolar RNA-associated protein 22"
"K13018"," wbpD, wlbB"," UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate N-acetyltransferase [EC:2.3.1.201]"
"K06978"," K06978"," uncharacterized protein"
"K05290"," PIGK"," GPI-anchor transamidase subunit K"
"K19429"," epsM"," acetyltransferase EpsM [EC:2.3.1.-]"
"K01996"," livF"," branched-chain amino acid transport system ATP-binding protein"
"K19690"," CHK1"," osomolarity two-component system, sensor histidine kinase CHK1 [EC:2.7.13.3]"
"K07133"," K07133"," uncharacterized protein"
"K03664"," smpB"," SsrA-binding protein"
"K18827"," wbdD"," O-antigen chain-terminating bifunctional methyltransferase/kinase [EC:2.1.1.- 2.1.1.294 2.7.1.181]"
"K13941"," folKP"," 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase [EC:2.7.6.3 2.5.1.15]"
"K00786"," GALT29A"," beta-1,6-galactosyltransferase [EC:2.4.1.-]"
"K02618"," paaZ"," oxepin-CoA hydrolase / 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase [EC:3.3.2.12 1.2.1.91]"
"K00065"," kduD"," 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]"
"K14806"," DDX31, DBP7"," ATP-dependent RNA helicase DDX31/DBP7 [EC:3.6.4.13]"
"K22187"," xylA"," alpha-ketoglutaric semialdehyde dehydrogenase [EC:1.2.1.-]"
"K15216"," RRN3, TIFIA"," RNA polymerase I-specific transcription initiation factor RRN3"
"K21062"," lhpC"," 1-pyrroline-4-hydroxy-2-carboxylate deaminase [EC:3.5.4.22]"
"K22397"," yjhH, yagE"," 2-dehydro-3-deoxy-D-pentonate aldolase [EC:4.1.2.28]"
"K11824"," AP2A"," AP-2 complex subunit alpha"
"K19323"," ATXN10"," ataxin-10"
"K11690"," dctM"," C4-dicarboxylate transporter, DctM subunit"
"K04123"," KAO"," ent-kaurenoic acid monooxygenase [EC:1.14.14.107]"
"K12664"," CYP26B"," cytochrome P450 family 26 subfamily B [EC:1.14.14.-]"
"K20667"," CYP716A"," beta-amyrin 28-monooxygenase [EC:1.14.14.126]"
"K10819"," E2.7.13.3"," histidine kinase [EC:2.7.13.3]"
"K03387"," ahpF"," NADH-dependent peroxiredoxin subunit F [EC:1.8.1.-]"
"K02416"," fliM"," flagellar motor switch protein FliM"
"K01258"," pepT"," tripeptide aminopeptidase [EC:3.4.11.4]"
"K02429"," fucP"," MFS transporter, FHS family, L-fucose permease"
"K11584"," PPP2R5"," serine/threonine-protein phosphatase 2A regulatory subunit B'"
"K03555"," mutS"," DNA mismatch repair protein MutS"
"K09485"," HSP110"," heat shock protein 110kDa"
"K09489"," HSPA4"," heat shock 70kDa protein 4"
"K02160"," accB, bccP"," acetyl-CoA carboxylase biotin carboxyl carrier protein"
"K08720"," ompU"," outer membrane protein OmpU"
"K07709"," zraS, hydH"," two-component system, NtrC family, sensor histidine kinase HydH [EC:2.7.13.3]"
"K15633"," gpmI"," 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]"
"K15336"," TRDMT1, DNMT2"," tRNA (cytosine38-C5)-methyltransferase [EC:2.1.1.204]"
"K01262"," pepP"," Xaa-Pro aminopeptidase [EC:3.4.11.9]"
"K10331"," ASB9"," ankyrin repeat and SOCS box protein 9"
"K02968"," RP-S20, rpsT"," small subunit ribosomal protein S20"
"K16545"," DDHD2"," phospholipase DDHD2 [EC:3.1.1.-]"
"K04424"," ZAK, MLTK"," sterile alpha motif and leucine zipper containing kinase AZK [EC:2.7.11.25]"
"K00023"," phbB"," acetoacetyl-CoA reductase [EC:1.1.1.36]"
"K01968"," E6.4.1.4A"," 3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4]"
"K01969"," E6.4.1.4B"," 3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]"
"K07678"," barA, gacS, varS"," two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]"
"K06969"," rlmI"," 23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]"
"K04765"," mazG"," nucleoside triphosphate diphosphatase [EC:3.6.1.9]"
"K03666"," hfq"," host factor-I protein"
"K03969"," pspA"," phage shock protein A"
"K03466"," ftsK, spoIIIE"," DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family"
"K05540"," dusB"," tRNA-dihydrouridine synthase B [EC:1.-.-.-]"
"K04775"," ydgD"," protease YdgD [EC:3.4.21.-]"
"K13779"," atuE"," isohexenylglutaconyl-CoA hydratase [EC:4.2.1.57]"
"K07270"," K07270"," glycosyl transferase, family 25"
"K02946"," RP-S10, MRPS10, rpsJ"," small subunit ribosomal protein S10"
"K03500"," rsmB, sun"," 16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]"
"K09808"," lolC_E"," lipoprotein-releasing system permease protein"
"K08741"," MSH5"," DNA mismatch repair protein MSH5"
"K00973"," rfbA, rmlA, rffH"," glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]"
"K07404"," pgl"," 6-phosphogluconolactonase [EC:3.1.1.31]"
"K14766"," NOP14, UTP2"," nucleolar protein 14"
"K01782"," fadJ"," 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]"
"K03673"," dsbA"," protein dithiol oxidoreductase (disulfide-forming) [EC:1.8.4.15]"
"K06272"," ILK"," integrin-linked kinase [EC:2.7.11.1]"
"K01974"," RTCA, rtcA"," RNA 3'-terminal phosphate cyclase (ATP) [EC:6.5.1.4]"
"K20279"," SYNJ"," synaptojanin [EC:3.1.3.36]"
"K01761"," E4.4.1.11"," methionine-gamma-lyase [EC:4.4.1.11]"
"K10764"," metZ"," O-succinylhomoserine sulfhydrylase [EC:2.5.1.-]"
"K07221"," oprO_P"," phosphate-selective porin OprO and OprP"
"K02970"," RP-S21, MRPS21, rpsU"," small subunit ribosomal protein S21"
"K18726"," FAF2, UBXD8"," FAS-associated factor 2"
"K00568"," ubiG"," 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]"
"K03723"," mfd"," transcription-repair coupling factor (superfamily II helicase) [EC:5.6.2.4]"
"K15105"," SLC25A12_13, AGC"," solute carrier family 25 (mitochondrial aspartate/glutamate transporter), member 12/13"
"K07740"," rsd"," regulator of sigma D"
"K03517"," nadA"," quinolinate synthase [EC:2.5.1.72]"
"K09587"," CYP90B, DWF4"," steroid 22S-hydroxylase [EC:1.14.14.178]"
"K09588"," CYP90A1, CPD"," 3beta,22alpha-dihydroxysteroid 3-dehydrogenase [EC:1.14.19.79]"
"K09589"," CYP90D2, D2"," steroid 3-oxidase [EC:1.14.-.-]"
"K09590"," CYP85A1, BR6OX1"," brassinosteroid 6-oxygenase [EC:1.14.14.179]"
"K12637"," CYP90C1, ROT3"," 3-epi-6-deoxocathasterone 23-monooxygenase [EC:1.14.14.147]"
"K12639"," CYP724, D11"," steroid 22S-hydroxylase [EC:1.14.14.178]"
"K12640"," CYP85A2, BR6OX2"," brassinosteroid 6-oxygenase / brassinolide synthase [EC:1.14.14.179 1.14.14.180]"
"K12665"," CYP26C"," cytochrome P450 family 26 subfamily C [EC:1.14.14.-]"
"K17875"," CYP88D6"," beta-amyrin 11-oxidase [EC:1.14.14.152]"
"K09421"," MYBL1, A-MYB"," myb-related protein A"
"K20346"," TMED4_9_11"," p24 family protein alpha"
"K00405"," ccoO"," cytochrome c oxidase cbb3-type subunit II"
"K02603"," ORC1"," origin recognition complex subunit 1"
"K03639"," moaA, CNX2"," GTP 3',8-cyclase [EC:4.1.99.22]"
"K01179"," E3.2.1.4"," endoglucanase [EC:3.2.1.4]"
"K00381"," cysI"," sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]"
"K07504"," K07504"," predicted type IV restriction endonuclease"
"K07250"," gabT"," 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]"
"K03980"," murJ, mviN"," putative peptidoglycan lipid II flippase"
"K00240"," sdhB, frdB"," succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]"
"K12400"," AP4E1"," AP-4 complex subunit epsilon-1"
"K02030"," ABC.PA.S"," polar amino acid transport system substrate-binding protein"
"K09996"," artJ"," arginine transport system substrate-binding protein"
"K10014"," hisJ"," histidine transport system substrate-binding protein"
"K10022"," aotJ"," arginine/ornithine transport system substrate-binding protein"
"K11600"," RRP41, EXOSC4, SKI6"," exosome complex component RRP41"
"K01420"," fnr"," CRP/FNR family transcriptional regulator, anaerobic regulatory protein"
"K07301"," yrbG"," cation:H+ antiporter"
"K20221"," IPO4, RANBP4"," importin-4"
"K00077"," panE, apbA"," 2-dehydropantoate 2-reductase [EC:1.1.1.169]"
"K00511"," SQLE, ERG1"," squalene monooxygenase [EC:1.14.14.17]"
"K10295"," FBXO9"," F-box protein 9"
"K06136"," pqqB"," pyrroloquinoline quinone biosynthesis protein B"
"K00380"," cysJ"," sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]"
"K03431"," glmM"," phosphoglucosamine mutase [EC:5.4.2.10]"
"K12216"," icmN, lphA, dotK"," intracellular multiplication protein IcmN"
"K09470"," puuA"," gamma-glutamylputrescine synthase [EC:6.3.1.11]"
"K00114"," exaA"," alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]"
"K00057"," gpsA"," glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]"
"K03588"," ftsW, spoVE"," cell division protein FtsW"
"K02503"," HINT1, hinT, hit"," histidine triad (HIT) family protein"
"K07432"," ALG13"," beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]"
"K03688"," ubiB, aarF"," ubiquinone biosynthesis protein"
"K02003"," ABC.CD.A"," putative ABC transport system ATP-binding protein"
"K03451"," TC.BCT"," betaine/carnitine transporter, BCCT family"
"K00863"," DAK, TKFC"," triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]"
"K03501"," gidB, rsmG"," 16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]"
"K20792"," NAA15_16"," N-alpha-acetyltransferase 15/16, NatA auxiliary subunit"
"K18532"," AK6, FAP7"," adenylate kinase [EC:2.7.4.3]"
"K00368"," nirK"," nitrite reductase (NO-forming) [EC:1.7.2.1]"
"K01921"," ddl"," D-alanine-D-alanine ligase [EC:6.3.2.4]"
"K09991"," K09991"," uncharacterized protein"
"K09989"," K09989"," uncharacterized protein"
"K04708"," KDSR"," 3-dehydrosphinganine reductase [EC:1.1.1.102]"
"K00127"," fdoI, fdsG"," formate dehydrogenase subunit gamma"
"K14439"," SMARCAD1"," SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 [EC:5.6.2.-]"
"K10746"," EXO1"," exonuclease 1 [EC:3.1.-.-]"
"K05979"," comB"," 2-phosphosulfolactate phosphatase [EC:3.1.3.71]"
"K01790"," rfbC, rmlC"," dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]"
"K14448"," mcd"," (2S)-methylsuccinyl-CoA dehydrogenase [EC:1.3.8.12]"
"K04088"," hflK"," modulator of FtsH protease HflK"
"K03270"," kdsC"," 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45]"
"K21055"," E3.1.3.103"," 3-deoxy-D-glycero-D-galacto-nononate 9-phosphatase [EC:3.1.3.103]"
"K21749"," CMAS"," N-acylneuraminate/3-deoxy-D-glycero-D-galacto-nononate cytidylyltransferase [EC:2.7.7.43 2.7.7.92]"
"K06366"," rapH"," response regulator aspartate phosphatase H [EC:3.1.-.-]"
"K09487"," HSP90B, TRA1"," heat shock protein 90kDa beta"
"K03695"," clpB"," ATP-dependent Clp protease ATP-binding subunit ClpB"
"K04967"," TRPC4"," transient receptor potential cation channel subfamily C member 4"
"K00318"," PRODH, fadM, putB"," proline dehydrogenase [EC:1.5.5.2]"
"K07056"," rsmI"," 16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]"
"K15011"," regB, regS, actS"," two-component system, sensor histidine kinase RegB [EC:2.7.13.3]"
"K00795"," ispA"," farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]"
"K05844"," rimK"," ribosomal protein S6--L-glutamate ligase [EC:6.3.2.-]"
"K07240"," chrA"," chromate transporter"
"K02621"," parC"," topoisomerase IV subunit A [EC:5.6.2.2]"
"K03591"," ftsN"," cell division protein FtsN"
"K09858"," K09858"," SEC-C motif domain protein"
"K12869"," CRN, CRNKL1, CLF1, SYF3"," crooked neck"
"K03808"," pqiA"," paraquat-inducible protein A"
"K14454"," GOT1"," aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]"
"K06249"," RELN"," reelin [EC:3.4.21.-]"
"K05501"," slmA, ttk"," TetR/AcrR family transcriptional regulator"
"K06186"," bamE, smpA"," outer membrane protein assembly factor BamE"
"K12587"," MTR3, EXOSC6"," exosome complex component MTR3"
"K09880"," mtnC, ENOPH1"," enolase-phosphatase E1 [EC:3.1.3.77]"
"K00123"," fdoG, fdhF, fdwA"," formate dehydrogenase major subunit [EC:1.17.1.9]"
"K02340"," holA"," DNA polymerase III subunit delta [EC:2.7.7.7]"
"K06647"," MBP1"," transcription factor MBP1"
"K02729"," PSMA5"," 20S proteasome subunit alpha 5 [EC:3.4.25.1]"
"K12388"," SORT1"," sortilin"
"K00666"," K00666"," fatty-acyl-CoA synthase [EC:6.2.1.-]"
"K01925"," murD"," UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]"
"K02022"," ABC.MR.TX"," HlyD family secretion protein"
"K05657"," ABCB10"," ATP-binding cassette, subfamily B (MDR/TAP), member 10"
"K21397"," K21397"," ABC transport system ATP-binding/permease protein"
"K01495"," GCH1, folE"," GTP cyclohydrolase IA [EC:3.5.4.16]"
"K10012"," arnC, pmrF"," undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase [EC:2.4.2.53]"
"K19231"," bmaC"," fibronectin-binding autotransporter adhesin"
"K02836"," prfB"," peptide chain release factor 2"
"K09522"," DNAJC2"," DnaJ homolog subfamily C member 2"
"K01992"," ABC-2.P"," ABC-2 type transport system permease protein"
"K06183"," rsuA"," 16S rRNA pseudouridine516 synthase [EC:5.4.99.19]"
"K02232"," cobQ, cbiP"," adenosylcobyric acid synthase [EC:6.3.5.10]"
"K12190"," VPS36, EAP45"," ESCRT-II complex subunit VPS36"
"K00757"," udp, UPP"," uridine phosphorylase [EC:2.4.2.3]"
"K08832"," SRPK3, STK23"," serine/threonine-protein kinase SRPK3 [EC:2.7.11.1]"
"K18890"," mdlB, smdB"," ATP-binding cassette, subfamily B, multidrug efflux pump"
"K14852"," RRS1"," regulator of ribosome biosynthesis"
"K14559"," MPP10"," U3 small nucleolar RNA-associated protein MPP10"
"K16053"," ybdG, mscM"," miniconductance mechanosensitive channel"
"K08325"," yqhD"," NADP-dependent alcohol dehydrogenase [EC:1.1.-.-]"
"K01297"," ldcA"," muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]"
"K14574"," SDO1, SBDS"," ribosome maturation protein SDO1"
"K03587"," ftsI"," cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]"
"K20296"," ANG2, VPS51"," vacuolar protein sorting-associated protein 51"
"K01247"," alkA"," DNA-3-methyladenine glycosylase II [EC:3.2.2.21]"
"K01436"," yhaA"," amidohydrolase [EC:3.5.1.-]"
"K01218"," gmuG"," mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]"
"K08469"," GPR158"," G protein-coupled receptor 158"
"K02805"," wecE, rffA"," dTDP-4-amino-4,6-dideoxygalactose transaminase [EC:2.6.1.59]"
"K16089"," TC.FEV.OM2, cirA, cfrA, hmuR"," outer membrane receptor for ferrienterochelin and colicins"
"K13693"," gpgS"," glucosyl-3-phosphoglycerate synthase [EC:2.4.1.266]"
"K02182"," caiC"," carnitine-CoA ligase [EC:6.2.1.48]"
"K20034"," dmdB"," 3-(methylthio)propionyl---CoA ligase [EC:6.2.1.44]"
"K01387"," colA"," microbial collagenase [EC:3.4.24.3]"
"K07738"," nrdR"," transcriptional repressor NrdR"
"K03790"," rimJ"," [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]"
"K00950"," folK"," 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]"
"K05811"," yfiM"," putative lipoprotein"
"K00054"," mvaA"," hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]"
"K01214"," ISA, treX"," isoamylase [EC:3.2.1.68]"
"K21991"," UNC45"," protein unc-45"
"K21025"," fimX"," multidomain signaling protein FimX"
"K20344"," blpA, lagD"," ATP-binding cassette, subfamily C, bacteriocin exporter"
"K01644"," citE"," citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]"
"K14451"," mcl2"," (3S)-malyl-CoA thioesterase [EC:3.1.2.30]"
"K04534"," GNAO, G-ALPHA-O"," guanine nucleotide-binding protein G(o) subunit alpha"
"K02146"," ATPeV0D, ATP6D"," V-type H+-transporting ATPase subunit d"
"K11321"," BRD8"," bromodomain-containing protein 8"
"K11756"," RSC1_2"," chromatin structure-remodeling complex subunit RSC1/2"
"K11684"," BDF1"," bromodomain-containing factor 1"
"K09774"," lptA"," lipopolysaccharide export system protein LptA"
"K02673"," pilX"," type IV pilus assembly protein PilX"
"K22120"," GLIK, ACLK"," gliotoxin/aspirochlorine biosynthesis gamma-glutamylcyclotransferase [EC:4.3.2.-]"
"K01428"," ureC"," urease subunit alpha [EC:3.5.1.5]"
"K01392"," THOP1"," thimet oligopeptidase [EC:3.4.24.15]"
"K01393"," NLN"," neurolysin [EC:3.4.24.16]"
"K08730"," PTDSS2"," phosphatidylserine synthase 2 [EC:2.7.8.29]"
"K12340"," tolC, bepC, cyaE, raxC, sapF, rsaF, hasF"," outer membrane protein"
"K14058"," ttcA"," tRNA 2-thiocytidine biosynthesis protein TtcA"
"K02843"," waaF, rfaF"," lipopolysaccharide heptosyltransferase II [EC:2.4.99.24]"
"K05837"," rodA, mrdB"," rod shape determining protein RodA"
"K09946"," K09946"," uncharacterized protein"
"K12850"," PRPF38B"," pre-mRNA-splicing factor 38B"
"K12874"," AQR"," intron-binding protein aquarius"
"K09386"," K09386"," uncharacterized protein"
"K06204"," dksA"," RNA polymerase-binding transcription factor"
"K08301"," rng, cafA"," ribonuclease G [EC:3.1.26.-]"
"K17576"," PPP1R37, LRRC68"," protein phosphatase 1 regulatory subunit 37"
"K18197"," yesW"," rhamnogalacturonan endolyase [EC:4.2.2.23]"
"K12023"," TRIM47"," tripartite motif-containing protein 47"
"K10027"," crtI"," phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]"
"K12339"," cysM"," S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent) [EC:2.5.1.144]"
"K01880"," GARS, glyS1"," glycyl-tRNA synthetase [EC:6.1.1.14]"
"K08604"," hap, nprV"," vibriolysin [EC:3.4.24.25]"
"K03799"," htpX"," heat shock protein HtpX [EC:3.4.24.-]"
"K01766"," csdA"," cysteine sulfinate desulfinase [EC:4.4.1.-]"
"K16872"," E2.3.1.207"," beta-ketodecanoyl-[acyl-carrier-protein] synthase [EC:2.3.1.207]"
"K07007"," baiN"," 3-dehydro-bile acid Delta4,6-reductase [EC:1.3.1.114]"
"K00479"," gbcA, bmoA"," glycine betaine monooxygenase A [EC:1.14.13.251]"
"K09861"," K09861"," uncharacterized protein"
"K02405"," fliA, whiG"," RNA polymerase sigma factor FliA"
"K03787"," surE"," 5'/3'-nucleotidase [EC:3.1.3.5 3.1.3.6]"
"K08602"," pepF, pepB"," oligoendopeptidase F [EC:3.4.24.-]"
"K05896"," scpA"," segregation and condensation protein A"
"K10348"," LRR1, PPIL5"," LRR-repeat protein 1"
"K00612"," nodU"," carbamoyltransferase [EC:2.1.3.-]"
"K02066"," mlaE, linK"," phospholipid/cholesterol/gamma-HCH transport system permease protein"
"K02257"," COX10, ctaB, cyoE"," heme o synthase [EC:2.5.1.141]"
"K18980"," EO, FaQR"," 2-methylene-furan-3-one reductase [EC:1.3.1.105]"
"K11547"," NDC80, HEC1, TID3"," kinetochore protein NDC80"
"K06137"," pqqC"," pyrroloquinoline-quinone synthase [EC:1.3.3.11]"
"K01791"," wecB"," UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14]"
"K13019"," wbpI, wlbD"," UDP-GlcNAc3NAcA epimerase [EC:5.1.3.23]"
"K03251"," EIF3D"," translation initiation factor 3 subunit D"
"K00643"," E2.3.1.37, ALAS"," 5-aminolevulinate synthase [EC:2.3.1.37]"
"K16011"," algA, xanB, rfbA, wbpW, pslB"," mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]"
"K00957"," cysD"," sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]"
"K07658"," phoB1, phoP"," two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP"
"K08300"," rne"," ribonuclease E [EC:3.1.26.12]"
"K07486"," K07486"," transposase"
"K02004"," ABC.CD.P"," putative ABC transport system permease protein"
"K07462"," recJ"," single-stranded-DNA-specific exonuclease [EC:3.1.-.-]"
"K02456"," gspG"," general secretion pathway protein G"
"K01912"," paaK"," phenylacetate-CoA ligase [EC:6.2.1.30]"
"K07052"," K07052"," CAAX protease family protein"
"K01448"," amiABC"," N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]"
"K16211"," malY, malT"," maltose/moltooligosaccharide transporter"
"K01989"," K01989"," putative tryptophan/tyrosine transport system substrate-binding protein"
"K17760"," qheDH, qbdA"," quinohemoprotein ethanol dehydrogenase [EC:1.1.9.1]"
"K03185"," ubiH"," 2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-]"
"K05770"," TSPO, BZRP"," translocator protein"
"K02337"," dnaE"," DNA polymerase III subunit alpha [EC:2.7.7.7]"
"K02500"," hisF"," imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10]"
"K11844"," USP16_45"," ubiquitin carboxyl-terminal hydrolase 16/45 [EC:3.4.19.12]"
"K06917"," selU, mnmH"," tRNA 2-selenouridine synthase [EC:2.9.1.3]"
"K03073"," secE"," preprotein translocase subunit SecE"
"K06902"," UMF1"," MFS transporter, UMF1 family"
"K03742"," pncC"," nicotinamide-nucleotide amidase [EC:3.5.1.42]"
"K03743"," pncC"," nicotinamide-nucleotide amidase [EC:3.5.1.42]"
"K00508"," E1.14.19.3"," linoleoyl-CoA desaturase [EC:1.14.19.3]"
"K02502"," hisZ"," ATP phosphoribosyltransferase regulatory subunit"
"K17743"," XYL1, XYRA"," D-xylose reductase [EC:1.1.1.307 1.1.1.430 1.1.1.431]"
"K10914"," crp"," CRP/FNR family transcriptional regulator, cyclic AMP receptor protein"
"K15745"," AL1"," phytoene desaturase (3,4-didehydrolycopene-forming) [EC:1.3.99.30]"
"K07810"," cusF"," Cu(I)/Ag(I) efflux system periplasmic protein CusF"
"K00937"," ppk1"," polyphosphate kinase [EC:2.7.4.1]"
"K09909"," K09909"," uncharacterized protein"
"K12480"," RABEP1"," Rab GTPase-binding effector protein 1"
"K13643"," iscR"," Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor"
"K14489"," AHK2_3_4"," arabidopsis histidine kinase 2/3/4 (cytokinin receptor) [EC:2.7.13.3]"
"K03570"," mreC"," rod shape-determining protein MreC"
"K01427"," URE"," urease [EC:3.5.1.5]"
"K03551"," ruvB"," holliday junction DNA helicase RuvB [EC:5.6.2.4]"
"K15235"," JOSD"," josephin [EC:3.4.19.12]"
"K06027"," NSF, SEC18"," vesicle-fusing ATPase [EC:3.6.4.6]"
"K01672"," CA"," carbonic anhydrase [EC:4.2.1.1]"
"K11901"," impB"," type VI secretion system protein ImpB"
"K09987"," K09987"," uncharacterized protein"
"K14674"," TGL4"," TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]"
"K03169"," topB"," DNA topoisomerase III [EC:5.6.2.1]"
"K01301"," NAALAD"," N-acetylated-alpha-linked acidic dipeptidase [EC:3.4.17.21]"
"K02302"," cysG"," uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]"
"K02303"," cobA"," uroporphyrin-III C-methyltransferase [EC:2.1.1.107]"
"K15108"," SLC25A19, DNC, TPC1"," solute carrier family 25 (mitochondrial thiamine pyrophosphate transporter), member 19"
"K01187"," malZ"," alpha-glucosidase [EC:3.2.1.20]"
"K15067"," amnD"," 2-aminomuconate deaminase [EC:3.5.99.5]"
"K18684"," ALOXE3"," hydroperoxy icosatetraenoate dehydratase/isomerase [EC:4.2.1.152 5.4.4.7]"
"K05875"," tar"," methyl-accepting chemotaxis protein II, aspartate sensor receptor"
"K10599"," PRPF19, PRP19"," pre-mRNA-processing factor 19 [EC:2.3.2.27]"
"K00941"," thiD"," hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]"
"K01556"," KYNU, kynU"," kynureninase [EC:3.7.1.3]"
"K07214"," fes"," iron(III)-enterobactin esterase [EC:3.1.1.108]"
"K06187"," recR"," recombination protein RecR"
"K06351"," kipI"," inhibitor of KinA"
"K01322"," PREP"," prolyl oligopeptidase [EC:3.4.21.26]"
"K17865"," croR"," 3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55]"
"K01207"," nagZ"," beta-N-acetylhexosaminidase [EC:3.2.1.52]"
"K07313"," pphA"," serine/threonine protein phosphatase 1 [EC:3.1.3.16]"
"K03130"," TAF5"," transcription initiation factor TFIID subunit 5"
"K21470"," ycbB"," L,D-transpeptidase YcbB"
"K09530"," DNAJC10"," DnaJ homolog subfamily C member 10 [EC:1.8.4.-]"
"K17457"," PPP1R12C, MBS85"," protein phosphatase 1 regulatory subunit 12C"
"K07079"," K07079"," uncharacterized protein"
"K20035"," dmdC"," 3-(methylsulfanyl)propanoyl-CoA dehydrogenase [EC:1.3.99.41]"
"K07113"," fxsA"," UPF0716 protein FxsA"
"K14447"," ecm"," ethylmalonyl-CoA mutase [EC:5.4.99.63]"
"K05544"," DUS3"," tRNA-dihydrouridine synthase 3 [EC:1.3.1.89]"
"K19169"," dndB"," DNA sulfur modification protein DndB"
"K12842"," SR140"," U2-associated protein SR140"
"K12584"," DCPS, DCS"," m7GpppX diphosphatase [EC:3.6.1.59]"
"K07708"," glnL, ntrB"," two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]"
"K11443"," divK"," two-component system, cell cycle response regulator DivK"
"K02837"," prfC"," peptide chain release factor 3"
"K04770"," lonH"," Lon-like ATP-dependent protease [EC:3.4.21.-]"
