"orfs","ko_iteration","ko_id","V1"
"NODE_28932_length_1392_cov_147.366945_g12869_i0.p1","ko:_2","K17086",NA
"NODE_28934_length_1392_cov_93.037908_g12870_i0.p2","ko:_1","K02871",NA
"NODE_28935_length_1392_cov_85.805155_g12871_i0.p1","ko:_1","K13117",NA
"NODE_28936_length_1392_cov_80.127369_g12872_i0.p2","ko:_1","K00758",NA
"NODE_28936_length_1392_cov_80.127369_g12872_i0.p2","ko:_2","K03138",NA
"NODE_28936_length_1392_cov_80.127369_g12872_i0.p2","ko:_3","K07152",NA
"NODE_28937_length_1392_cov_75.899166_g7681_i1.p2","ko:_1","K00039",NA
"NODE_28937_length_1392_cov_75.899166_g7681_i1.p2","ko:_2","K04708",NA
"NODE_28937_length_1392_cov_75.899166_g7681_i1.p2","ko:_3","K12391",NA
"NODE_28939_length_1392_cov_49.780136_g12587_i1.p1","ko:_1","K00020",NA
"NODE_2893_length_3619_cov_321.906091_g1238_i0.p4","ko:_1","K03935",NA
"NODE_2893_length_3619_cov_321.906091_g1238_i0.p1","ko:_1","K03128",NA
"NODE_2893_length_3619_cov_321.906091_g1238_i0.p2","ko:_1","K03935",NA
"NODE_28941_length_1392_cov_35.280516_g12874_i0.p1","ko:_1","K04498",NA
"NODE_28942_length_1392_cov_35.013647_g6062_i8.p1","ko:_1","K04739",NA
"NODE_28942_length_1392_cov_35.013647_g6062_i8.p1","ko:_2","K10273",NA
"NODE_28942_length_1392_cov_35.013647_g6062_i8.p1","ko:_3","K14684",NA
"NODE_2894_length_3619_cov_246.722786_g1239_i0.p1","ko:_1","K01897",NA
"NODE_28954_length_1392_cov_14.131160_g12878_i0.p1","ko:_1","K00297",NA
"NODE_28954_length_1392_cov_14.131160_g12878_i0.p1","ko:_2","K10901",NA
"NODE_28956_length_1392_cov_11.334344_g12880_i0.p1","ko:_1","K21919",NA
"NODE_28957_length_1392_cov_4.688400_g12881_i0.p1","ko:_1","K10276",NA
"NODE_28960_length_1391_cov_476.915023_g12883_i0.p2","ko:_1","K08341",NA
"NODE_28960_length_1391_cov_476.915023_g12883_i0.p2","ko:_2","K10367",NA
"NODE_28960_length_1391_cov_476.915023_g12883_i0.p2","ko:_3","K13335",NA
"NODE_28960_length_1391_cov_476.915023_g12883_i0.p2","ko:_4","K16578",NA
"NODE_28962_length_1391_cov_246.660850_g784_i3.p2","ko:_1","K01872",NA
"NODE_28962_length_1391_cov_246.660850_g784_i3.p4","ko:_1","K01872",NA
"NODE_28964_length_1391_cov_90.421851_g12018_i1.p1","ko:_1","K00799",NA
"NODE_28964_length_1391_cov_90.421851_g12018_i1.p1","ko:_2","K22077",NA
"NODE_28967_length_1391_cov_63.436267_g8208_i2.p5","ko:_1","K01883",NA
"NODE_28968_length_1391_cov_57.672231_g9951_i2.p1","ko:_1","K13719",NA
"NODE_2896_length_3619_cov_68.339538_g743_i2.p2","ko:_1","K03671",NA
"NODE_2896_length_3619_cov_68.339538_g743_i2.p2","ko:_2","K14007",NA
"NODE_2896_length_3619_cov_68.339538_g743_i2.p1","ko:_1","K03240",NA
"NODE_2896_length_3619_cov_68.339538_g743_i2.p1","ko:_2","K03859",NA
"NODE_28971_length_1391_cov_46.455235_g5636_i3.p1","ko:_1","K08994",NA
"NODE_28972_length_1391_cov_44.702580_g10320_i2.p2","ko:_1","K20408",NA
"NODE_28974_length_1391_cov_34.674507_g2909_i2.p1","ko:_1","K01939",NA
"NODE_28978_length_1391_cov_27.532625_g12142_i1.p1","ko:_1","K14618",NA
"NODE_2897_length_3619_cov_57.619007_g1240_i0.p1","ko:_1","K10779",NA
"NODE_2897_length_3619_cov_57.619007_g1240_i0.p1","ko:_2","K10875",NA
"NODE_2897_length_3619_cov_57.619007_g1240_i0.p1","ko:_3","K10877",NA
"NODE_28982_length_1391_cov_9.469651_g12889_i0.p2","ko:_1","K15101",NA
"NODE_28982_length_1391_cov_9.469651_g12889_i0.p2","ko:_2","K15109",NA
"NODE_28982_length_1391_cov_9.469651_g12889_i0.p4","ko:_1","K15101",NA
"NODE_28982_length_1391_cov_9.469651_g12889_i0.p4","ko:_2","K15109",NA
"NODE_28985_length_1390_cov_461.710706_g4320_i5.p1","ko:_1","K09577",NA
"NODE_28986_length_1390_cov_157.827639_g10016_i1.p1","ko:_1","K04506",NA
"NODE_28989_length_1390_cov_67.531511_g1480_i1.p1","ko:_1","K08857",NA
"NODE_28989_length_1390_cov_67.531511_g1480_i1.p1","ko:_2","K20879",NA
"NODE_28993_length_1390_cov_43.719058_g12894_i0.p1","ko:_1","K05801",NA
"NODE_28994_length_1390_cov_40.988610_g12026_i1.p1","ko:_1","K03283",NA
"NODE_28995_length_1390_cov_37.210326_g7259_i3.p3","ko:_1","K01228",NA
"NODE_28996_length_1390_cov_34.280182_g6800_i1.p1","ko:_1","K14857",NA
"NODE_28998_length_1390_cov_24.508732_g6669_i2.p1","ko:_1","K03254",NA
"NODE_28998_length_1390_cov_24.508732_g6669_i2.p1","ko:_2","K13179",NA
"NODE_28998_length_1390_cov_24.508732_g6669_i2.p3","ko:_1","K03254",NA
"NODE_28998_length_1390_cov_24.508732_g6669_i2.p3","ko:_2","K13179",NA
"NODE_2899_length_3619_cov_25.887197_g1241_i0.p1","ko:_1","K21989",NA
"NODE_28_length_10034_cov_31.036944_g12_i0.p1","ko:_1","K04960",NA
"NODE_29000_length_1390_cov_16.509491_g3671_i4.p1","ko:_1","K01872",NA
"NODE_29001_length_1390_cov_15.457099_g11593_i2.p1","ko:_1","K02890",NA
"NODE_29004_length_1390_cov_13.545938_g12897_i0.p6","ko:_1","K10614",NA
"NODE_29006_length_1390_cov_4.220957_g12899_i0.p1","ko:_1","K10393",NA
"NODE_29006_length_1390_cov_4.220957_g12899_i0.p1","ko:_2","K14801",NA
"NODE_29006_length_1390_cov_4.220957_g12899_i0.p1","ko:_3","K16831",NA
"NODE_2900_length_3619_cov_24.898759_g922_i2.p1","ko:_1","K20098",NA
"NODE_29013_length_1389_cov_57.973404_g6035_i3.p2","ko:_1","K02211",NA
"NODE_29013_length_1389_cov_57.973404_g6035_i3.p2","ko:_2","K05956",NA
"NODE_29013_length_1389_cov_57.973404_g6035_i3.p2","ko:_3","K12373",NA
"NODE_2901_length_3618_cov_86.504372_g1242_i0.p1","ko:_1","K10838",NA
"NODE_2901_length_3618_cov_86.504372_g1242_i0.p5","ko:_1","K15171",NA
"NODE_29020_length_1389_cov_29.085866_g12139_i1.p1","ko:_1","K03515",NA
"NODE_29022_length_1389_cov_26.413374_g6801_i1.p1","ko:_1","K16608",NA
"NODE_29022_length_1389_cov_26.413374_g6801_i1.p1","ko:_2","K22125",NA
"NODE_2902_length_3618_cov_44.231594_g1243_i0.p11","ko:_1","K05768",NA
"NODE_2902_length_3618_cov_44.231594_g1243_i0.p11","ko:_2","K08017",NA
"NODE_2902_length_3618_cov_44.231594_g1243_i0.p1","ko:_1","K05768",NA
"NODE_2902_length_3618_cov_44.231594_g1243_i0.p1","ko:_2","K08017",NA
"NODE_2902_length_3618_cov_44.231594_g1243_i0.p3","ko:_1","K05768",NA
"NODE_2902_length_3618_cov_44.231594_g1243_i0.p3","ko:_2","K08017",NA
"NODE_2902_length_3618_cov_44.231594_g1243_i0.p5","ko:_1","K05768",NA
"NODE_2902_length_3618_cov_44.231594_g1243_i0.p5","ko:_2","K08017",NA
"NODE_29032_length_1388_cov_529.447148_g12065_i1.p2","ko:_1","K02641",NA
"NODE_29034_length_1388_cov_140.061597_g12913_i0.p1","ko:_1","K20844",NA
"NODE_29035_length_1388_cov_124.612928_g12914_i0.p1","ko:_1","K00286",NA
"NODE_29036_length_1388_cov_83.118631_g7632_i1.p1","ko:_1","K21805",NA
"NODE_29037_length_1388_cov_82.237262_g7241_i3.p4","ko:_1","K00099",NA
"NODE_29037_length_1388_cov_82.237262_g7241_i3.p1","ko:_1","K00099",NA
"NODE_2903_length_3618_cov_22.279267_g1136_i1.p4","ko:_1","K03321",NA
"NODE_29041_length_1388_cov_42.558935_g12915_i0.p1","ko:_1","K10869",NA
"NODE_29045_length_1388_cov_25.840304_g12918_i0.p3","ko:_1","K17825",NA
"NODE_29053_length_1387_cov_29.043379_g12140_i1.p3","ko:_1","K13051",NA
"NODE_29056_length_1387_cov_25.118721_g12924_i0.p1","ko:_1","K00737",NA
"NODE_29057_length_1387_cov_19.913242_g10989_i1.p1","ko:_1","K07241",NA
"NODE_29058_length_1387_cov_17.816591_g342_i12.p1","ko:_1","K10143",NA
"NODE_29058_length_1387_cov_17.816591_g342_i12.p1","ko:_2","K13293",NA
"NODE_29058_length_1387_cov_17.816591_g342_i12.p1","ko:_3","K14492",NA
"NODE_29058_length_1387_cov_17.816591_g342_i12.p1","ko:_4","K16240",NA
"NODE_29060_length_1387_cov_17.276256_g12926_i0.p1","ko:_1","K14006",NA
"NODE_29062_length_1387_cov_16.171233_g12928_i0.p1","ko:_1","K01312",NA
"NODE_29062_length_1387_cov_16.171233_g12928_i0.p1","ko:_2","K01317",NA
"NODE_29063_length_1386_cov_1731.111196_g12929_i0.p3","ko:_1","K02865",NA
"NODE_29063_length_1386_cov_1731.111196_g12929_i0.p3","ko:_2","K04532",NA
"NODE_29065_length_1386_cov_287.403656_g12931_i0.p4","ko:_1","K08333",NA
"NODE_29065_length_1386_cov_287.403656_g12931_i0.p4","ko:_2","K13126",NA
"NODE_29065_length_1386_cov_287.403656_g12931_i0.p4","ko:_3","K13207",NA
"NODE_29065_length_1386_cov_287.403656_g12931_i0.p2","ko:_1","K08333",NA
"NODE_29065_length_1386_cov_287.403656_g12931_i0.p2","ko:_2","K13126",NA
"NODE_29065_length_1386_cov_287.403656_g12931_i0.p2","ko:_3","K13207",NA
"NODE_29069_length_1386_cov_56.353389_g9453_i1.p1","ko:_1","K00889",NA
"NODE_29069_length_1386_cov_56.353389_g9453_i1.p1","ko:_2","K01177",NA
"NODE_29069_length_1386_cov_56.353389_g9453_i1.p1","ko:_3","K03142",NA
"NODE_29069_length_1386_cov_56.353389_g9453_i1.p1","ko:_4","K14766",NA
"NODE_29086_length_1385_cov_305.507622_g12941_i0.p3","ko:_1","K10573",NA
"NODE_29090_length_1385_cov_154.628049_g12943_i0.p1","ko:_1","K14803",NA
"NODE_29090_length_1385_cov_154.628049_g12943_i0.p1","ko:_2","K17506",NA
"NODE_29092_length_1385_cov_125.855945_g10027_i1.p1","ko:_1","K12618",NA
"NODE_29092_length_1385_cov_125.855945_g10027_i1.p1","ko:_2","K12619",NA
"NODE_29092_length_1385_cov_125.855945_g10027_i1.p1","ko:_3","K20553",NA
"NODE_29095_length_1385_cov_72.357470_g11747_i1.p1","ko:_1","K12041",NA
"NODE_29095_length_1385_cov_72.357470_g11747_i1.p1","ko:_2","K14724",NA
"NODE_29099_length_1385_cov_47.389482_g12948_i0.p1","ko:_1","K13348",NA
"NODE_2909_length_3615_cov_110.325240_g428_i2.p2","ko:_1","K00914",NA
"NODE_29102_length_1385_cov_37.697409_g12949_i0.p1","ko:_1","K11863",NA
"NODE_29103_length_1385_cov_33.583079_g12950_i0.p1","ko:_1","K05544",NA
"NODE_2910_length_3615_cov_69.258046_g1244_i0.p1","ko:_1","K08734",NA
"NODE_29114_length_1384_cov_1670.194508_g10423_i1.p1","ko:_1","K06630",NA
"NODE_29116_length_1384_cov_276.439359_g5888_i2.p1","ko:_1","K02377",NA
"NODE_29117_length_1384_cov_198.689550_g12957_i0.p1","ko:_1","K00876",NA
"NODE_29118_length_1384_cov_172.965675_g5145_i1.p1","ko:_1","K09553",NA
"NODE_2911_length_3615_cov_18.242801_g1245_i0.p5","ko:_1","K10624",NA
"NODE_29120_length_1384_cov_71.244088_g12959_i0.p2","ko:_1","K00416",NA
"NODE_29124_length_1384_cov_55.394355_g11345_i2.p1","ko:_1","K00058",NA
"NODE_29126_length_1384_cov_46.923722_g11019_i2.p1","ko:_1","K14812",NA
"NODE_29126_length_1384_cov_46.923722_g11019_i2.p1","ko:_2","K18729",NA
"NODE_29126_length_1384_cov_46.923722_g11019_i2.p1","ko:_3","K21842",NA
"NODE_29129_length_1384_cov_30.279176_g2367_i2.p1","ko:_1","K14724",NA
"NODE_2912_length_3615_cov_6.112931_g1246_i0.p1","ko:_1","K06640",NA
"NODE_29131_length_1384_cov_24.842105_g9705_i1.p1","ko:_1","K00077",NA
"NODE_29133_length_1384_cov_20.754386_g10600_i3.p4","ko:_1","K20784",NA
"NODE_29133_length_1384_cov_20.754386_g10600_i3.p1","ko:_1","K20784",NA
"NODE_29138_length_1384_cov_11.935927_g12969_i0.p2","ko:_1","K13667",NA
"NODE_29140_length_1384_cov_3.895500_g12971_i0.p2","ko:_1","K21806",NA
"NODE_29141_length_1383_cov_656.214504_g12972_i0.p1","ko:_1","K03028",NA
"NODE_29142_length_1383_cov_211.403817_g8352_i1.p1","ko:_1","K01876",NA
"NODE_29142_length_1383_cov_211.403817_g8352_i1.p1","ko:_2","K18466",NA
"NODE_29143_length_1383_cov_140.333588_g8748_i1.p1","ko:_1","K03260",NA
"NODE_29143_length_1383_cov_140.333588_g8748_i1.p1","ko:_2","K05954",NA
"NODE_29143_length_1383_cov_140.333588_g8748_i1.p1","ko:_3","K12199",NA
"NODE_29143_length_1383_cov_140.333588_g8748_i1.p1","ko:_4","K20182",NA
"NODE_29145_length_1383_cov_66.810687_g1859_i5.p1","ko:_1","K10644",NA
"NODE_29149_length_1383_cov_52.342748_g12975_i0.p1","ko:_1","K00544",NA
"NODE_29149_length_1383_cov_52.342748_g12975_i0.p1","ko:_2","K00547",NA
"NODE_29149_length_1383_cov_52.342748_g12975_i0.p1","ko:_3","K08853",NA
"NODE_29149_length_1383_cov_52.342748_g12975_i0.p1","ko:_4","K17759",NA
"NODE_29151_length_1383_cov_49.800000_g7829_i1.p1","ko:_1","K11717",NA
"NODE_29154_length_1383_cov_31.823664_g12977_i0.p1","ko:_1","K07964",NA
"NODE_29156_length_1383_cov_23.657252_g12978_i0.p1","ko:_1","K08994",NA
"NODE_29156_length_1383_cov_23.657252_g12978_i0.p1","ko:_2","K15102",NA
"NODE_29157_length_1383_cov_19.990076_g12979_i0.p1","ko:_1","K03978",NA
"NODE_29158_length_1383_cov_19.773282_g12980_i0.p2","ko:_1","K14379",NA
"NODE_29159_length_1383_cov_19.574046_g12981_i0.p1","ko:_1","K15789",NA
"NODE_29160_length_1383_cov_19.109924_g1236_i3.p1","ko:_1","K20165",NA
"NODE_29163_length_1383_cov_9.074809_g12983_i0.p1","ko:_1","K09420",NA
"NODE_29163_length_1383_cov_9.074809_g12983_i0.p1","ko:_2","K21769",NA
"NODE_29167_length_1382_cov_147.878533_g12004_i1.p1","ko:_1","K02601",NA
"NODE_29171_length_1382_cov_70.624141_g9382_i2.p3","ko:_1","K09680",NA
"NODE_29173_length_1382_cov_53.296409_g9623_i2.p2","ko:_1","K15637",NA
"NODE_29174_length_1382_cov_52.371276_g12022_i1.p1","ko:_1","K21919",NA
"NODE_29175_length_1382_cov_51.689840_g11648_i1.p1","ko:_1","K15272",NA
"NODE_29177_length_1382_cov_39.136746_g10862_i1.p3","ko:_1","K15272",NA
"NODE_2917_length_3612_cov_262.800791_g168_i3.p1","ko:_1","K11644",NA
"NODE_29188_length_1382_cov_20.726509_g2202_i4.p1","ko:_1","K00558",NA
"NODE_29190_length_1382_cov_12.568373_g1022_i4.p2","ko:_1","K11978",NA
"NODE_29192_length_1381_cov_132.037462_g12988_i0.p1","ko:_1","K00326",NA
"NODE_29192_length_1381_cov_132.037462_g12988_i0.p1","ko:_2","K15728",NA
"NODE_29193_length_1381_cov_78.552752_g5414_i2.p1","ko:_1","K03833",NA
"NODE_29194_length_1381_cov_68.642202_g4015_i4.p1","ko:_1","K14026",NA
"NODE_29195_length_1381_cov_60.176606_g12989_i0.p1","ko:_1","K13577",NA
"NODE_29195_length_1381_cov_60.176606_g12989_i0.p1","ko:_2","K15103",NA
"NODE_29195_length_1381_cov_60.176606_g12989_i0.p1","ko:_3","K15104",NA
"NODE_29195_length_1381_cov_60.176606_g12989_i0.p1","ko:_4","K15124",NA
"NODE_29198_length_1381_cov_51.777523_g12991_i0.p1","ko:_1","K06184",NA
"NODE_29201_length_1381_cov_36.644495_g12993_i0.p1","ko:_1","K00281",NA
"NODE_29201_length_1381_cov_36.644495_g12993_i0.p1","ko:_2","K01537",NA
"NODE_29201_length_1381_cov_36.644495_g12993_i0.p1","ko:_3","K03511",NA
"NODE_29201_length_1381_cov_36.644495_g12993_i0.p1","ko:_4","K14050",NA
"NODE_29204_length_1381_cov_22.882263_g8614_i2.p2","ko:_1","K08176",NA
"NODE_29208_length_1381_cov_13.180428_g5371_i2.p2","ko:_1","K06678",NA
"NODE_29210_length_1381_cov_12.245413_g12998_i0.p1","ko:_1","K08716",NA
"NODE_29212_length_1380_cov_11304.278500_g974_i8.p1","ko:_1","K03231",NA
"NODE_29213_length_1380_cov_417.440704_g8903_i2.p1","ko:_1","K14651",NA
"NODE_29216_length_1380_cov_247.549350_g13001_i0.p1","ko:_1","K11187",NA
"NODE_29218_length_1380_cov_110.120888_g7857_i3.p2","ko:_1","K07198",NA
"NODE_29218_length_1380_cov_110.120888_g7857_i3.p2","ko:_2","K08796",NA
"NODE_29224_length_1380_cov_54.547819_g13002_i0.p2","ko:_1","K21919",NA
"NODE_29227_length_1380_cov_46.041316_g13003_i0.p1","ko:_1","K03119",NA
"NODE_2922_length_3611_cov_139.700113_g1251_i0.p1","ko:_1","K03235",NA
"NODE_29231_length_1380_cov_31.795715_g13004_i0.p1","ko:_1","K00962",NA
"NODE_29234_length_1380_cov_24.296863_g8874_i2.p1","ko:_1","K12235",NA
"NODE_29234_length_1380_cov_24.296863_g8874_i2.p1","ko:_2","K12580",NA
"NODE_29239_length_1380_cov_7.784239_g13006_i0.p1","ko:_1","K15277",NA
"NODE_29245_length_1379_cov_279.491577_g10310_i1.p1","ko:_1","K12471",NA
"NODE_29245_length_1379_cov_279.491577_g10310_i1.p1","ko:_2","K12486",NA
"NODE_29246_length_1379_cov_122.607963_g1039_i6.p2","ko:_1","K01811",NA
"NODE_29251_length_1379_cov_71.127871_g11987_i1.p1","ko:_1","K00002",NA
"NODE_29254_length_1379_cov_56.341501_g11345_i3.p3","ko:_1","K00058",NA
"NODE_29258_length_1379_cov_52.013017_g13014_i0.p2","ko:_1","K16055",NA
"NODE_29258_length_1379_cov_52.013017_g13014_i0.p2","ko:_2","K21398",NA
"NODE_2925_length_3610_cov_133.864009_g1253_i0.p4","ko:_1","K01256",NA
"NODE_2925_length_3610_cov_133.864009_g1253_i0.p4","ko:_2","K13725",NA
"NODE_2925_length_3610_cov_133.864009_g1253_i0.p2","ko:_1","K01256",NA
"NODE_2925_length_3610_cov_133.864009_g1253_i0.p2","ko:_2","K13725",NA
"NODE_29260_length_1379_cov_42.308576_g12183_i1.p1","ko:_1","K00006",NA
"NODE_29261_length_1379_cov_38.117917_g13016_i0.p1","ko:_1","K09420",NA
"NODE_29263_length_1379_cov_32.965544_g2084_i6.p1","ko:_1","K14006",NA
"NODE_29263_length_1379_cov_32.965544_g2084_i6.p3","ko:_1","K14006",NA
"NODE_29264_length_1379_cov_32.796325_g2434_i2.p3","ko:_1","K21919",NA
"NODE_2926_length_3610_cov_75.373480_g1254_i0.p1","ko:_1","K13924",NA
"NODE_29273_length_1378_cov_737.852874_g13023_i0.p1","ko:_1","K14286",NA
"NODE_29277_length_1378_cov_92.808429_g13025_i0.p2","ko:_1","K15113",NA
"NODE_29278_length_1378_cov_83.734866_g9801_i2.p4","ko:_1","K04560",NA
"NODE_29278_length_1378_cov_83.734866_g9801_i2.p4","ko:_2","K08486",NA
"NODE_29278_length_1378_cov_83.734866_g9801_i2.p1","ko:_1","K04560",NA
"NODE_29278_length_1378_cov_83.734866_g9801_i2.p1","ko:_2","K08486",NA
"NODE_2927_length_3610_cov_15.075488_g1014_i1.p2","ko:_1","K06883",NA
"NODE_29281_length_1378_cov_66.124904_g5697_i3.p2","ko:_1","K15340",NA
"NODE_2928_length_3609_cov_82.417986_g1255_i0.p4","ko:_1","K02212",NA
"NODE_2928_length_3609_cov_82.417986_g1255_i0.p10","ko:_1","K02212",NA
"NODE_2928_length_3609_cov_82.417986_g1255_i0.p6","ko:_1","K02212",NA
"NODE_29291_length_1378_cov_37.403065_g10331_i1.p1","ko:_1","K01104",NA
"NODE_29295_length_1378_cov_31.688123_g13033_i0.p1","ko:_1","K12006",NA
"NODE_29295_length_1378_cov_31.688123_g13033_i0.p1","ko:_2","K19942",NA
"NODE_2929_length_3607_cov_42.125920_g915_i3.p1","ko:_1","K01535",NA
"NODE_2929_length_3607_cov_42.125920_g915_i3.p1","ko:_2","K01537",NA
"NODE_2929_length_3607_cov_42.125920_g915_i3.p1","ko:_3","K05853",NA
"NODE_292_length_6145_cov_89.224144_g104_i1.p6","ko:_1","K21767",NA
"NODE_29301_length_1378_cov_10.668199_g13035_i0.p1","ko:_1","K15117",NA
"NODE_29301_length_1378_cov_10.668199_g13035_i0.p1","ko:_2","K15348",NA
"NODE_29304_length_1378_cov_5.621456_g13038_i0.p3","ko:_1","K00059",NA
"NODE_29304_length_1378_cov_5.621456_g13038_i0.p3","ko:_2","K08141",NA
"NODE_29304_length_1378_cov_5.621456_g13038_i0.p3","ko:_3","K11163",NA
"NODE_29304_length_1378_cov_5.621456_g13038_i0.p3","ko:_4","K13237",NA
"NODE_29304_length_1378_cov_5.621456_g13038_i0.p1","ko:_1","K00059",NA
"NODE_29304_length_1378_cov_5.621456_g13038_i0.p1","ko:_2","K08141",NA
"NODE_29304_length_1378_cov_5.621456_g13038_i0.p1","ko:_3","K11163",NA
"NODE_29304_length_1378_cov_5.621456_g13038_i0.p1","ko:_4","K13237",NA
"NODE_29305_length_1377_cov_5975.159509_g10840_i2.p2","ko:_1","K04802",NA
"NODE_29307_length_1377_cov_391.565184_g13039_i0.p3","ko:_1","K11599",NA
"NODE_29308_length_1377_cov_231.092791_g13040_i0.p1","ko:_1","K14457",NA
"NODE_29308_length_1377_cov_231.092791_g13040_i0.p1","ko:_2","K14458",NA
"NODE_2930_length_3607_cov_39.191002_g1256_i0.p1","ko:_1","K08269",NA
"NODE_2930_length_3607_cov_39.191002_g1256_i0.p1","ko:_2","K21358",NA
"NODE_29310_length_1377_cov_165.995399_g5552_i3.p2","ko:_1","K09458",NA
"NODE_29310_length_1377_cov_165.995399_g5552_i3.p1","ko:_1","K09458",NA
"NODE_29311_length_1377_cov_85.230061_g12169_i1.p1","ko:_1","K00942",NA
"NODE_29316_length_1377_cov_43.348160_g13043_i0.p4","ko:_1","K07964",NA
"NODE_29316_length_1377_cov_43.348160_g13043_i0.p1","ko:_1","K07964",NA
"NODE_29317_length_1377_cov_41.430982_g13044_i0.p1","ko:_1","K00563",NA
"NODE_29328_length_1377_cov_14.116564_g13049_i0.p1","ko:_1","K01847",NA
"NODE_29329_length_1377_cov_11.914877_g13050_i0.p1","ko:_1","K20101",NA
"NODE_2932_length_3606_cov_290.572601_g474_i3.p7","ko:_1","K01881",NA
"NODE_2932_length_3606_cov_290.572601_g474_i3.p5","ko:_1","K01885",NA
"NODE_2932_length_3606_cov_290.572601_g474_i3.p5","ko:_2","K14163",NA
"NODE_2932_length_3606_cov_290.572601_g474_i3.p1","ko:_1","K01881",NA
"NODE_29330_length_1377_cov_7.524540_g12317_i2.p5","ko:_1","K15272",NA
"NODE_29330_length_1377_cov_7.524540_g12317_i2.p1","ko:_1","K15272",NA
"NODE_29335_length_1376_cov_114.309286_g13054_i0.p1","ko:_1","K00293",NA
"NODE_29335_length_1376_cov_114.309286_g13054_i0.p1","ko:_2","K00797",NA
"NODE_29335_length_1376_cov_114.309286_g13054_i0.p1","ko:_3","K00802",NA
"NODE_29335_length_1376_cov_114.309286_g13054_i0.p1","ko:_4","K05353",NA
"NODE_29336_length_1376_cov_109.642364_g13054_i1.p1","ko:_1","K00293",NA
"NODE_29336_length_1376_cov_109.642364_g13054_i1.p1","ko:_2","K00797",NA
"NODE_29336_length_1376_cov_109.642364_g13054_i1.p1","ko:_3","K00802",NA
"NODE_29336_length_1376_cov_109.642364_g13054_i1.p1","ko:_4","K05353",NA
"NODE_29338_length_1376_cov_91.593246_g10281_i1.p1","ko:_1","K12815",NA
"NODE_29338_length_1376_cov_91.593246_g10281_i1.p1","ko:_2","K14773",NA
"NODE_29338_length_1376_cov_91.593246_g10281_i1.p1","ko:_3","K17508",NA
"NODE_2933_length_3606_cov_142.049250_g1258_i0.p1","ko:_1","K06217",NA
"NODE_2933_length_3606_cov_142.049250_g1258_i0.p2","ko:_1","K00387",NA
"NODE_29341_length_1376_cov_59.387567_g10312_i1.p1","ko:_1","K00809",NA
"NODE_29342_length_1376_cov_48.198005_g13057_i0.p1","ko:_1","K14015",NA
"NODE_29342_length_1376_cov_48.198005_g13057_i0.p1","ko:_2","K18342",NA
"NODE_29357_length_1376_cov_17.390637_g5450_i3.p1","ko:_1","K13093",NA
"NODE_29357_length_1376_cov_17.390637_g5450_i3.p1","ko:_2","K13098",NA
"NODE_29358_length_1376_cov_15.956255_g11690_i1.p2","ko:_1","K19400",NA
"NODE_29358_length_1376_cov_15.956255_g11690_i1.p2","ko:_2","K21415",NA
"NODE_29362_length_1376_cov_8.682272_g11374_i1.p1","ko:_1","K06580",NA
"NODE_29369_length_1375_cov_110.408602_g13072_i0.p1","ko:_1","K12830",NA
"NODE_29369_length_1375_cov_110.408602_g13072_i0.p1","ko:_2","K13458",NA
"NODE_2936_length_3604_cov_74.235627_g1154_i1.p9","ko:_1","K14527",NA
"NODE_29370_length_1375_cov_105.708909_g8318_i1.p2","ko:_1","K03686",NA
"NODE_29372_length_1375_cov_94.220430_g12800_i1.p1","ko:_1","K06678",NA
"NODE_29376_length_1375_cov_65.280338_g13075_i0.p1","ko:_1","K07442",NA
"NODE_29381_length_1375_cov_45.157450_g13080_i0.p1","ko:_1","K17989",NA
"NODE_29384_length_1375_cov_39.944700_g13081_i0.p1","ko:_1","K09420",NA
"NODE_29386_length_1375_cov_33.206605_g11624_i1.p2","ko:_1","K16862",NA
"NODE_29387_length_1375_cov_27.211214_g179_i5.p1","ko:_1","K08857",NA
"NODE_29388_length_1375_cov_25.569892_g12341_i1.p2","ko:_1","K08869",NA
"NODE_2938_length_3601_cov_377.315193_g1260_i0.p5","ko:_1","K13207",NA
"NODE_29399_length_1374_cov_104.970023_g9917_i1.p1","ko:_1","K01166",NA
"NODE_2939_length_3601_cov_120.880952_g1040_i1.p5","ko:_1","K06185",NA
"NODE_2939_length_3601_cov_120.880952_g1040_i1.p8","ko:_1","K06158",NA
"NODE_2939_length_3601_cov_120.880952_g1040_i1.p8","ko:_2","K06185",NA
"NODE_2939_length_3601_cov_120.880952_g1040_i1.p9","ko:_1","K06158",NA
"NODE_2939_length_3601_cov_120.880952_g1040_i1.p9","ko:_2","K06185",NA
"NODE_2939_length_3601_cov_120.880952_g1040_i1.p2","ko:_1","K06158",NA
"NODE_2939_length_3601_cov_120.880952_g1040_i1.p2","ko:_2","K06185",NA
"NODE_29403_length_1374_cov_51.083013_g12087_i2.p2","ko:_1","K01955",NA
"NODE_29403_length_1374_cov_51.083013_g12087_i2.p2","ko:_2","K03802",NA
"NODE_29403_length_1374_cov_51.083013_g12087_i2.p2","ko:_3","K05844",NA
"NODE_29404_length_1374_cov_49.983859_g13087_i0.p1","ko:_1","K10454",NA
"NODE_29404_length_1374_cov_49.983859_g13087_i0.p1","ko:_2","K10457",NA
"NODE_29409_length_1374_cov_36.198309_g13090_i0.p1","ko:_1","K09420",NA
"NODE_29418_length_1374_cov_15.202921_g13095_i0.p1","ko:_1","K10606",NA
"NODE_29418_length_1374_cov_15.202921_g13095_i0.p1","ko:_2","K17426",NA
