"ko_id","symbol","name","Description","organism","treatment","NES"
"K13517"," MBOAT1_2"," lysophospholipid acyltransferase 1/2 "," Glycerolipid metabolism","C. closterium 8","Iron Amendment",1.88849886893561
"K03428"," bchM, chlM"," magnesium-protoporphyrin O-methyltransferase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K03428"," bchM, chlM"," magnesium-protoporphyrin O-methyltransferase "," Porphyrin metabolism","C. closterium 8","Iron Amendment",2.5364498534432
"K00161"," PDHA, pdhA"," pyruvate dehydrogenase E1 component subunit alpha "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00161"," PDHA, pdhA"," pyruvate dehydrogenase E1 component subunit alpha "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K00161"," PDHA, pdhA"," pyruvate dehydrogenase E1 component subunit alpha "," Glycolysis / Gluconeogenesis","C. closterium 8","Iron Amendment",2.01414568179882
"K00161"," PDHA, pdhA"," pyruvate dehydrogenase E1 component subunit alpha "," Pyruvate metabolism","C. closterium 8","Iron Amendment",1.79061580379515
"K01176"," AMY, amyA, malS"," alpha-amylase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K02437"," gcvH, GCSH"," glycine cleavage system H protein"," Glyoxylate and dicarboxylate metabolism","G. huxleyi","Iron Amendment",1.82377815074009
"K02437"," gcvH, GCSH"," glycine cleavage system H protein"," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K00507"," SCD, desC"," stearoyl-CoA desaturase (Delta-9 desaturase) "," Fatty acid metabolism","C. closterium 8","Iron Amendment",2.29790592204091
"K02372"," fabZ"," 3-hydroxyacyl-[acyl-carrier-protein] dehydratase "," Fatty acid metabolism","C. closterium 8","Iron Amendment",2.29790592204091
"K02372"," fabZ"," 3-hydroxyacyl-[acyl-carrier-protein] dehydratase "," Fatty acid biosynthesis","C. closterium 8","Iron Amendment",1.95822340173299
"K02372"," fabZ"," 3-hydroxyacyl-[acyl-carrier-protein] dehydratase "," Biosynthesis of cofactors","C. closterium 8","Iron Amendment",1.41961029942436
"K01609"," trpC"," indole-3-glycerol phosphate synthase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00022"," HADH"," 3-hydroxyacyl-CoA dehydrogenase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00022"," HADH"," 3-hydroxyacyl-CoA dehydrogenase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00022"," HADH"," 3-hydroxyacyl-CoA dehydrogenase "," Fatty acid metabolism","C. closterium 8","Iron Amendment",2.29790592204091
"K00022"," HADH"," 3-hydroxyacyl-CoA dehydrogenase "," Fatty acid elongation","C. closterium 8","Iron Amendment",1.95518336130659
"K00022"," HADH"," 3-hydroxyacyl-CoA dehydrogenase "," Tryptophan metabolism","C. closterium 8","Iron Amendment",1.77370897263595
"K00336"," nuoG"," NADH-quinone oxidoreductase subunit G "," Oxidative phosphorylation","C. closterium 8","Iron Amendment",1.62668324998714
"K00919"," ispE"," 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00919"," ispE"," 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase "," Terpenoid backbone biosynthesis","C. closterium 8","Iron Amendment",1.71474251589379
"K08081"," TR1"," tropinone reductase I "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K08901"," psbQ"," photosystem II oxygen-evolving enhancer protein 3"," Photosynthesis","C. closterium 8","Iron Amendment",2.13832477745555
"K00991"," ispD"," 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00991"," ispD"," 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase "," Terpenoid backbone biosynthesis","C. closterium 8","Iron Amendment",1.71474251589379
"K01803"," TPI, tpiA"," triosephosphate isomerase (TIM) "," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K01803"," TPI, tpiA"," triosephosphate isomerase (TIM) "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K01803"," TPI, tpiA"," triosephosphate isomerase (TIM) "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K01803"," TPI, tpiA"," triosephosphate isomerase (TIM) "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K01803"," TPI, tpiA"," triosephosphate isomerase (TIM) "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K01803"," TPI, tpiA"," triosephosphate isomerase (TIM) "," Carbon fixation in photosynthetic organisms","C. closterium 8","Iron Amendment",1.98327842295878
"K01803"," TPI, tpiA"," triosephosphate isomerase (TIM) "," Glycolysis / Gluconeogenesis","C. closterium 8","Iron Amendment",2.01414568179882
"K01803"," TPI, tpiA"," triosephosphate isomerase (TIM) "," Fructose and mannose metabolism","C. closterium 8","Iron Amendment",1.85707851359291
"K01662"," dxs"," 1-deoxy-D-xylulose-5-phosphate synthase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K01662"," dxs"," 1-deoxy-D-xylulose-5-phosphate synthase "," Terpenoid backbone biosynthesis","C. closterium 8","Iron Amendment",1.71474251589379
"K01662"," dxs"," 1-deoxy-D-xylulose-5-phosphate synthase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K17900"," ATG15, AUT5"," lipase ATG15 "," Glycerolipid metabolism","C. closterium 8","Iron Amendment",1.88849886893561
"K00480"," E1.14.13.1"," salicylate hydroxylase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00034"," gdh"," glucose 1-dehydrogenase "," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K00034"," gdh"," glucose 1-dehydrogenase "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K01750"," E4.3.1.12, ocd"," ornithine cyclodeaminase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K17725"," ETHE1"," sulfur dioxygenase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00029"," E1.1.1.40, maeB"," malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00029"," E1.1.1.40, maeB"," malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K00029"," E1.1.1.40, maeB"," malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) "," Carbon fixation in photosynthetic organisms","C. closterium 8","Iron Amendment",1.98327842295878
"K00029"," E1.1.1.40, maeB"," malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) "," Pyruvate metabolism","C. closterium 8","Iron Amendment",1.79061580379515
"K01952"," PFAS, purL"," phosphoribosylformylglycinamidine synthase "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K00362"," nirB"," nitrite reductase (NADH) large subunit "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K00362"," nirB"," nitrite reductase (NADH) large subunit "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K00645"," fabD, MCAT, MCT1"," [acyl-carrier-protein] S-malonyltransferase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00645"," fabD, MCAT, MCT1"," [acyl-carrier-protein] S-malonyltransferase "," Fatty acid metabolism","C. closterium 8","Iron Amendment",2.29790592204091
"K00645"," fabD, MCAT, MCT1"," [acyl-carrier-protein] S-malonyltransferase "," Fatty acid biosynthesis","C. closterium 8","Iron Amendment",1.95822340173299
"K09839"," VDE, NPQ1"," violaxanthin de-epoxidase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K09839"," VDE, NPQ1"," violaxanthin de-epoxidase "," Carotenoid biosynthesis","C. closterium 8","Iron Amendment",1.78322881368123
"K11188"," PRDX6"," peroxiredoxin 6 "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K05523"," hchA"," D-lactate dehydratase / protein deglycase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K05523"," hchA"," D-lactate dehydratase / protein deglycase "," Pyruvate metabolism","C. closterium 8","Iron Amendment",1.79061580379515
"K00855"," PRK, prkB"," phosphoribulokinase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00855"," PRK, prkB"," phosphoribulokinase "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K00855"," PRK, prkB"," phosphoribulokinase "," Carbon fixation in photosynthetic organisms","C. closterium 8","Iron Amendment",1.98327842295878
"K10251"," HSD17B12, KAR, IFA38"," 17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K10251"," HSD17B12, KAR, IFA38"," 17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase "," Fatty acid metabolism","C. closterium 8","Iron Amendment",2.29790592204091
"K10251"," HSD17B12, KAR, IFA38"," 17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase "," Fatty acid elongation","C. closterium 8","Iron Amendment",1.95518336130659
"K20370"," PEPCK"," phosphoenolpyruvate carboxykinase (diphosphate) "," Pyruvate metabolism","C. closterium 8","Iron Amendment",1.79061580379515
"K00024"," mdh"," malate dehydrogenase "," Glyoxylate and dicarboxylate metabolism","G. huxleyi","Iron Amendment",1.82377815074009
"K00024"," mdh"," malate dehydrogenase "," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K00024"," mdh"," malate dehydrogenase "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K00995"," pgsA, PGS1"," CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase "," Glycerophospholipid metabolism","C. closterium 8","Iron Amendment",1.92490479267325
"K01610"," E4.1.1.49, pckA"," phosphoenolpyruvate carboxykinase (ATP) "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K01610"," E4.1.1.49, pckA"," phosphoenolpyruvate carboxykinase (ATP) "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K01610"," E4.1.1.49, pckA"," phosphoenolpyruvate carboxykinase (ATP) "," Carbon fixation in photosynthetic organisms","C. closterium 8","Iron Amendment",1.98327842295878
"K01610"," E4.1.1.49, pckA"," phosphoenolpyruvate carboxykinase (ATP) "," Glycolysis / Gluconeogenesis","C. closterium 8","Iron Amendment",2.01414568179882
"K01610"," E4.1.1.49, pckA"," phosphoenolpyruvate carboxykinase (ATP) "," Pyruvate metabolism","C. closterium 8","Iron Amendment",1.79061580379515
"K00265"," gltB"," glutamate synthase (NADPH) large chain "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K00265"," gltB"," glutamate synthase (NADPH) large chain "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K22133"," AAE3"," oxalate---CoA ligase "," Glyoxylate and dicarboxylate metabolism","G. huxleyi","Iron Amendment",1.82377815074009
"K10249"," ELOVL4"," elongation of very long chain fatty acids protein 4 "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01719"," hemD, UROS"," uroporphyrinogen-III synthase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K01719"," hemD, UROS"," uroporphyrinogen-III synthase "," Porphyrin metabolism","C. closterium 8","Iron Amendment",2.5364498534432
"K01719"," hemD, UROS"," uroporphyrinogen-III synthase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K01719"," hemD, UROS"," uroporphyrinogen-III synthase "," Biosynthesis of cofactors","C. closterium 8","Iron Amendment",1.41961029942436
"K01719"," hemD, UROS"," uroporphyrinogen-III synthase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K01719"," hemD, UROS"," uroporphyrinogen-III synthase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K02258"," COX11, ctaG"," cytochrome c oxidase assembly protein subunit 11"," Oxidative phosphorylation","C. closterium 8","Iron Amendment",1.62668324998714
"K00547"," mmuM, BHMT2"," homocysteine S-methyltransferase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00794"," ribH, RIB4"," 6,7-dimethyl-8-ribityllumazine synthase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00794"," ribH, RIB4"," 6,7-dimethyl-8-ribityllumazine synthase "," Biosynthesis of cofactors","C. closterium 8","Iron Amendment",1.41961029942436
"K01687"," ilvD"," dihydroxy-acid dehydratase "," Pantothenate and CoA biosynthesis","C. closterium 8","High Iron",-1.7020732659746
"K01687"," ilvD"," dihydroxy-acid dehydratase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01768"," E4.6.1.1"," adenylate cyclase "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K00630"," ATS1"," glycerol-3-phosphate O-acyltransferase "," Glycerophospholipid metabolism","C. closterium 8","Iron Amendment",1.92490479267325
"K00630"," ATS1"," glycerol-3-phosphate O-acyltransferase "," Glycerolipid metabolism","C. closterium 8","Iron Amendment",1.88849886893561
"K00942"," gmk, GUK1"," guanylate kinase "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K15744"," Z-ISO"," zeta-carotene isomerase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K15744"," Z-ISO"," zeta-carotene isomerase "," Carotenoid biosynthesis","C. closterium 8","Iron Amendment",1.78322881368123
"K03950"," NDUFA6"," NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 6"," Oxidative phosphorylation","C. closterium 8","Iron Amendment",1.62668324998714
"K08906"," petJ"," cytochrome c6"," Photosynthesis","C. closterium 8","Iron Amendment",2.13832477745555
"K11808"," ADE2"," phosphoribosylaminoimidazole carboxylase "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K11808"," ADE2"," phosphoribosylaminoimidazole carboxylase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01918"," panC"," pantoate--beta-alanine ligase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01188"," E3.2.1.21"," beta-glucosidase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K09828"," DHCR24, DWF1"," Delta24-sterol reductase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K09828"," DHCR24, DWF1"," Delta24-sterol reductase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K03940"," NDUFS7"," NADH dehydrogenase (ubiquinone) Fe-S protein 7 "," Oxidative phosphorylation","C. closterium 8","Iron Amendment",1.62668324998714
"K00164"," OGDH, sucA"," 2-oxoglutarate dehydrogenase E1 component "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00164"," OGDH, sucA"," 2-oxoglutarate dehydrogenase E1 component "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K06127"," COQ5"," 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K14446"," ccr"," crotonyl-CoA carboxylase/reductase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K14446"," ccr"," crotonyl-CoA carboxylase/reductase "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K00031"," IDH1, IDH2, icd"," isocitrate dehydrogenase "," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K00031"," IDH1, IDH2, icd"," isocitrate dehydrogenase "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K00031"," IDH1, IDH2, icd"," isocitrate dehydrogenase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00031"," IDH1, IDH2, icd"," isocitrate dehydrogenase "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K02719"," psbU"," photosystem II PsbU protein"," Photosynthesis","C. closterium 8","Iron Amendment",2.13832477745555
"K03955"," NDUFAB1"," NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1, acyl-carrier protein"," Oxidative phosphorylation","C. closterium 8","Iron Amendment",1.62668324998714
"K00632"," fadA, fadI"," acetyl-CoA acyltransferase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00275"," pdxH, PNPO"," pyridoxamine 5'-phosphate oxidase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K12638"," CYP90D1"," 3-epi-6-deoxocathasterone 23-monooxygenase "," Brassinosteroid biosynthesis","C. closterium 8","High Iron",-1.87604350076105
"K18312"," styC"," styrene-oxide isomerase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K08902"," psb27"," photosystem II Psb27 protein"," Photosynthesis","C. closterium 8","Iron Amendment",2.13832477745555
"K01049"," ACHE"," acetylcholinesterase "," Glycerophospholipid metabolism","C. closterium 8","Iron Amendment",1.92490479267325
"K02717"," psbP"," photosystem II oxygen-evolving enhancer protein 2"," Photosynthesis","C. closterium 8","Iron Amendment",2.13832477745555
"K00208"," fabI"," enoyl-[acyl-carrier protein] reductase I "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00208"," fabI"," enoyl-[acyl-carrier protein] reductase I "," Fatty acid metabolism","C. closterium 8","Iron Amendment",2.29790592204091
"K00208"," fabI"," enoyl-[acyl-carrier protein] reductase I "," Fatty acid biosynthesis","C. closterium 8","Iron Amendment",1.95822340173299
"K00208"," fabI"," enoyl-[acyl-carrier protein] reductase I "," Biosynthesis of cofactors","C. closterium 8","Iron Amendment",1.41961029942436
"K00208"," fabI"," enoyl-[acyl-carrier protein] reductase I "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K03965"," NDUFB9"," NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 9"," Oxidative phosphorylation","C. closterium 8","Iron Amendment",1.62668324998714
"K03526"," gcpE, ispG"," (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K03526"," gcpE, ispG"," (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase "," Terpenoid backbone biosynthesis","C. closterium 8","Iron Amendment",1.71474251589379
"K01689"," ENO, eno"," enolase "," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K01689"," ENO, eno"," enolase "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K01963"," accD"," acetyl-CoA carboxylase carboxyl transferase subunit beta "," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K01963"," accD"," acetyl-CoA carboxylase carboxyl transferase subunit beta "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K01963"," accD"," acetyl-CoA carboxylase carboxyl transferase subunit beta "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K01963"," accD"," acetyl-CoA carboxylase carboxyl transferase subunit beta "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01638"," aceB, glcB"," malate synthase "," Glyoxylate and dicarboxylate metabolism","G. huxleyi","Iron Amendment",1.82377815074009
"K01638"," aceB, glcB"," malate synthase "," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K01638"," aceB, glcB"," malate synthase "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K01638"," aceB, glcB"," malate synthase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K01638"," aceB, glcB"," malate synthase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K01638"," aceB, glcB"," malate synthase "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K01638"," aceB, glcB"," malate synthase "," Pyruvate metabolism","C. closterium 8","Iron Amendment",1.79061580379515
"K01517"," ADPRM"," manganese-dependent ADP-ribose/CDP-alcohol diphosphatase "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K15404"," K15404, CER1"," aldehyde decarbonylase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00626"," ACAT, atoB"," acetyl-CoA C-acetyltransferase "," Glyoxylate and dicarboxylate metabolism","G. huxleyi","Iron Amendment",1.82377815074009
"K00626"," ACAT, atoB"," acetyl-CoA C-acetyltransferase "," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K02267"," COX6B"," cytochrome c oxidase subunit 6b"," Oxidative phosphorylation","C. closterium 8","Iron Amendment",1.62668324998714
"K01623"," ALDO"," fructose-bisphosphate aldolase, class I "," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K01623"," ALDO"," fructose-bisphosphate aldolase, class I "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K17103"," CHO1, pssA"," CDP-diacylglycerol---serine O-phosphatidyltransferase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00764"," purF, PPAT"," amidophosphoribosyltransferase "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K01962"," accA"," acetyl-CoA carboxylase carboxyl transferase subunit alpha "," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K00411"," UQCRFS1, RIP1, petA"," ubiquinol-cytochrome c reductase iron-sulfur subunit "," Oxidative phosphorylation","C. closterium 8","Iron Amendment",1.62668324998714
"K13830"," ARO1"," pentafunctional AROM polypeptide "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K02523"," ispB"," octaprenyl-diphosphate synthase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00669"," AANAT"," arylalkylamine N-acetyltransferase "," Tryptophan metabolism","C. closterium 8","Iron Amendment",1.77370897263595
"K00806"," uppS"," undecaprenyl diphosphate synthase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K08903"," psb28"," photosystem II 13kDa protein"," Photosynthesis","C. closterium 8","Iron Amendment",2.13832477745555
"K01965"," PCCA, pccA"," propionyl-CoA carboxylase alpha chain "," Glyoxylate and dicarboxylate metabolism","G. huxleyi","Iron Amendment",1.82377815074009
"K01965"," PCCA, pccA"," propionyl-CoA carboxylase alpha chain "," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K01965"," PCCA, pccA"," propionyl-CoA carboxylase alpha chain "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K01965"," PCCA, pccA"," propionyl-CoA carboxylase alpha chain "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K01965"," PCCA, pccA"," propionyl-CoA carboxylase alpha chain "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K01965"," PCCA, pccA"," propionyl-CoA carboxylase alpha chain "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K11755"," hisIE"," phosphoribosyl-AMP cyclohydrolase / phosphoribosyl-ATP pyrophosphohydrolase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K17841"," AL2"," 15-cis-phytoene synthase / lycopene beta-cyclase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01656"," TRP3"," anthranilate synthase / indole-3-glycerol phosphate synthase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K13501"," TRP1"," anthranilate synthase / indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01620"," ltaE"," threonine aldolase "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K02078"," acpP"," acyl carrier protein"," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00502"," TPH1_2"," tryptophan 5-monooxygenase "," Tryptophan metabolism","C. closterium 8","Iron Amendment",1.77370897263595
"K11517"," HAO"," (S)-2-hydroxy-acid oxidase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K11517"," HAO"," (S)-2-hydroxy-acid oxidase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01006"," ppdK"," pyruvate, orthophosphate dikinase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K01006"," ppdK"," pyruvate, orthophosphate dikinase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K01006"," ppdK"," pyruvate, orthophosphate dikinase "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K01006"," ppdK"," pyruvate, orthophosphate dikinase "," Carbon fixation in photosynthetic organisms","C. closterium 8","Iron Amendment",1.98327842295878
"K01006"," ppdK"," pyruvate, orthophosphate dikinase "," Glycolysis / Gluconeogenesis","C. closterium 8","Iron Amendment",2.01414568179882
"K01006"," ppdK"," pyruvate, orthophosphate dikinase "," Pyruvate metabolism","C. closterium 8","Iron Amendment",1.79061580379515
"K15633"," gpmI"," 2,3-bisphosphoglycerate-independent phosphoglycerate mutase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K15633"," gpmI"," 2,3-bisphosphoglycerate-independent phosphoglycerate mutase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K07404"," pgl"," 6-phosphogluconolactonase "," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K07404"," pgl"," 6-phosphogluconolactonase "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K01782"," fadJ"," 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase "," Benzoate degradation","G. huxleyi","Iron Amendment",1.90468242594926
"K01782"," fadJ"," 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase "," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K01782"," fadJ"," 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K09588"," CYP90A1, CPD"," 3beta,22alpha-dihydroxysteroid 3-dehydrogenase "," Brassinosteroid biosynthesis","C. closterium 8","High Iron",-1.87604350076105
"K09589"," CYP90D2, D2"," steroid 3-oxidase "," Brassinosteroid biosynthesis","C. closterium 8","High Iron",-1.87604350076105
"K09590"," CYP85A1, BR6OX1"," brassinosteroid 6-oxygenase "," Brassinosteroid biosynthesis","C. closterium 8","High Iron",-1.87604350076105
