"orfs","pfam_iteration","pfam_id"
"NODE_3376_length_2828_cov_19.468240_g1916_i1.p1","pfam_6","LRR_8"
"NODE_3376_length_2828_cov_19.468240_g1916_i1.p1","pfam_7","Peptidase_M64"
"NODE_3376_length_2828_cov_19.468240_g1916_i1.p1","pfam_8","VCBS"
"NODE_33771_length_410_cov_4.459941_g26083_i0.p1","pfam_1","FliJ"
"NODE_33773_length_410_cov_3.833828_g26085_i0.p1","pfam_1","Glyco_hydro_99"
"NODE_33774_length_410_cov_3.756677_g26086_i0.p2","pfam_1","adh_short"
"NODE_3377_length_2828_cov_17.415971_g2276_i0.p1","pfam_1","RelA_SpoT"
"NODE_3377_length_2828_cov_17.415971_g2276_i0.p2","pfam_1","UPF0054"
"NODE_33780_length_410_cov_2.765579_g26092_i0.p1","pfam_1","Ank_2"
"NODE_33789_length_410_cov_2.252226_g26101_i0.p1","pfam_1","Cytochrom_B561"
"NODE_3378_length_2827_cov_13.645606_g2277_i0.p1","pfam_1","Choline_transpo"
"NODE_33790_length_410_cov_2.130564_g26102_i0.p1","pfam_1","DDT"
"NODE_33793_length_410_cov_1.851632_g26105_i0.p1","pfam_1","dUTPase_2"
"NODE_33795_length_410_cov_1.584570_g26107_i0.p1","pfam_1","Cys_Met_Meta_PP"
"NODE_33797_length_410_cov_1.385757_g26109_i0.p1","pfam_1","BPL_LplA_LipB"
"NODE_33798_length_410_cov_1.382789_g26110_i0.p1","pfam_1","ACP_syn_III"
"NODE_33798_length_410_cov_1.382789_g26110_i0.p1","pfam_2","ACP_syn_III_C"
"NODE_3379_length_2827_cov_3.763980_g2278_i0.p1","pfam_1","AMP-binding"
"NODE_3379_length_2827_cov_3.763980_g2278_i0.p1","pfam_2","AMP-binding_C"
"NODE_3379_length_2827_cov_3.763980_g2278_i0.p3","pfam_1","Acyl-CoA_dh_1"
"NODE_3379_length_2827_cov_3.763980_g2278_i0.p3","pfam_2","Acyl-CoA_dh_M"
"NODE_3379_length_2827_cov_3.763980_g2278_i0.p3","pfam_3","Acyl-CoA_dh_N"
"NODE_337_length_5442_cov_84.335630_g227_i1.p3","pfam_1","LRR_5"
"NODE_33800_length_410_cov_1.278932_g26112_i0.p1","pfam_1","HGTP_anticodon"
"NODE_33800_length_410_cov_1.278932_g26112_i0.p1","pfam_2","TGS"
"NODE_33800_length_410_cov_1.278932_g26112_i0.p1","pfam_3","tRNA-synt_2b"
"NODE_33800_length_410_cov_1.278932_g26112_i0.p1","pfam_4","tRNA_SAD"
"NODE_33801_length_410_cov_1.252226_g26113_i0.p2","pfam_1","Band_7"
"NODE_33801_length_410_cov_1.252226_g26113_i0.p2","pfam_2","HflK_N"
"NODE_33802_length_410_cov_1.252226_g26114_i0.p1","pfam_1","ABC_tran"
"NODE_33802_length_410_cov_1.252226_g26114_i0.p1","pfam_2","oligo_HPY"
"NODE_33803_length_410_cov_1.219585_g26115_i0.p1","pfam_1","DUF3604"
"NODE_33804_length_410_cov_1.154303_g26116_i0.p1","pfam_1","DUF3385"
"NODE_33804_length_410_cov_1.154303_g26116_i0.p1","pfam_2","FAT"
"NODE_33804_length_410_cov_1.154303_g26116_i0.p1","pfam_3","FATC"
"NODE_33804_length_410_cov_1.154303_g26116_i0.p1","pfam_4","FRB_dom"
"NODE_33804_length_410_cov_1.154303_g26116_i0.p1","pfam_5","PI3_PI4_kinase"
"NODE_3380_length_2826_cov_83.449328_g2279_i0.p2","pfam_1","DUF814"
"NODE_33810_length_409_cov_6.633929_g26122_i0.p1","pfam_1","DUF179"
"NODE_3381_length_2826_cov_83.417363_g2279_i1.p2","pfam_1","DUF814"
"NODE_33821_length_409_cov_3.071429_g26133_i0.p1","pfam_1","Methyltr_RsmB-F"
"NODE_33821_length_409_cov_3.071429_g26133_i0.p1","pfam_2","Methyltr_RsmF_N"
"NODE_33822_length_409_cov_3.017857_g26134_i0.p1","pfam_1","Ank_2"
"NODE_33822_length_409_cov_3.017857_g26134_i0.p1","pfam_2","Ank_5"
"NODE_33825_length_409_cov_2.672619_g26137_i0.p1","pfam_1","DUF1631"
"NODE_33826_length_409_cov_2.648810_g26138_i0.p1","pfam_1","Ank"
"NODE_33826_length_409_cov_2.648810_g26138_i0.p1","pfam_2","Ank_2"
"NODE_33826_length_409_cov_2.648810_g26138_i0.p1","pfam_3","Ank_3"
"NODE_33826_length_409_cov_2.648810_g26138_i0.p1","pfam_4","Ank_4"
"NODE_33826_length_409_cov_2.648810_g26138_i0.p1","pfam_5","Ank_5"
"NODE_33826_length_409_cov_2.648810_g26138_i0.p1","pfam_6","PRANC"
"NODE_33829_length_409_cov_2.520833_g26141_i0.p1","pfam_1","Aminotran_1_2"
"NODE_33830_length_409_cov_2.508929_g26142_i0.p2","pfam_1","SQS_PSY"
"NODE_33832_length_409_cov_2.386905_g26144_i0.p2","pfam_1","Anticodon_1"
"NODE_33832_length_409_cov_2.386905_g26144_i0.p2","pfam_2","tRNA-synt_1"
"NODE_33832_length_409_cov_2.386905_g26144_i0.p2","pfam_3","zf-FPG_IleRS"
"NODE_33833_length_409_cov_2.208333_g26145_i0.p1","pfam_1","PEP-utilizers"
"NODE_33833_length_409_cov_2.208333_g26145_i0.p1","pfam_2","PEP-utilizers_C"
"NODE_33833_length_409_cov_2.208333_g26145_i0.p1","pfam_3","PPDK_N"
"NODE_33836_length_409_cov_2.122024_g26148_i0.p2","pfam_1","SEC-C"
"NODE_33836_length_409_cov_2.122024_g26148_i0.p2","pfam_2","SecA_DEAD"
"NODE_33836_length_409_cov_2.122024_g26148_i0.p2","pfam_3","SecA_PP_bind"
"NODE_33836_length_409_cov_2.122024_g26148_i0.p2","pfam_4","SecA_SW"
"NODE_3383_length_2824_cov_543.634678_g2281_i0.p1","pfam_1","GTP_EFTU"
"NODE_3383_length_2824_cov_543.634678_g2281_i0.p1","pfam_2","GTP_EFTU_D2"
"NODE_3383_length_2824_cov_543.634678_g2281_i0.p1","pfam_3","GTP_EFTU_D3"
"NODE_33841_length_409_cov_1.779762_g26153_i0.p1","pfam_1","Cupin_4"
"NODE_33846_length_409_cov_1.446429_g26158_i0.p1","pfam_1","Glyco_hydro_1"
"NODE_3384_length_2824_cov_17.122501_g2282_i0.p1","pfam_1","NatB_MDM20"
"NODE_33853_length_409_cov_1.116071_g26165_i0.p2","pfam_1","GATase_2"
"NODE_33853_length_409_cov_1.116071_g26165_i0.p2","pfam_2","GXGXG"
"NODE_33853_length_409_cov_1.116071_g26165_i0.p2","pfam_3","Glu_syn_central"
"NODE_33853_length_409_cov_1.116071_g26165_i0.p2","pfam_4","Glu_synthase"
"NODE_33860_length_408_cov_5.680597_g26172_i0.p2","pfam_1","ATP-grasp_2"
"NODE_33860_length_408_cov_5.680597_g26172_i0.p2","pfam_2","Ligase_CoA"
"NODE_33863_length_408_cov_4.301493_g26175_i0.p1","pfam_1","Abhydrolase_1"
"NODE_33866_length_408_cov_3.444776_g26178_i0.p2","pfam_1","SecB"
"NODE_33868_length_408_cov_3.229851_g26180_i0.p1","pfam_1","HHH_5"
"NODE_33868_length_408_cov_3.229851_g26180_i0.p1","pfam_2","KH_5"
"NODE_33868_length_408_cov_3.229851_g26180_i0.p1","pfam_3","NusA_N"
"NODE_33868_length_408_cov_3.229851_g26180_i0.p1","pfam_4","S1"
"NODE_3386_length_2823_cov_926.872000_g1016_i2.p2","pfam_1","Mpv17_PMP22"
"NODE_3386_length_2823_cov_926.872000_g1016_i2.p1","pfam_1","JmjC"
"NODE_3386_length_2823_cov_926.872000_g1016_i2.p1","pfam_2","JmjN"
"NODE_3386_length_2823_cov_926.872000_g1016_i2.p1","pfam_3","zf-C5HC2"
"NODE_33870_length_408_cov_3.053731_g26182_i0.p1","pfam_1","FAD_binding_6"
"NODE_33870_length_408_cov_3.053731_g26182_i0.p1","pfam_2","Fer2"
"NODE_33870_length_408_cov_3.053731_g26182_i0.p1","pfam_3","NAD_binding_1"
"NODE_33873_length_408_cov_2.602985_g26185_i0.p2","pfam_1","DHO_dh"
"NODE_33876_length_408_cov_2.522388_g26188_i0.p1","pfam_1","MyTH4"
"NODE_33876_length_408_cov_2.522388_g26188_i0.p1","pfam_2","Myosin_N"
"NODE_33876_length_408_cov_2.522388_g26188_i0.p1","pfam_3","Myosin_head"
"NODE_33876_length_408_cov_2.522388_g26188_i0.p1","pfam_4","WW"
"NODE_33878_length_408_cov_2.432836_g26190_i0.p2","pfam_1","Band_7"
"NODE_3387_length_2823_cov_109.496000_g2284_i0.p1","pfam_1","ICL"
"NODE_3387_length_2823_cov_109.496000_g2284_i0.p2","pfam_1","DSPc"
"NODE_3387_length_2823_cov_109.496000_g2284_i0.p2","pfam_2","Y_phosphatase"
"NODE_33887_length_408_cov_1.791045_g26199_i0.p1","pfam_1","ABC_tran"
"NODE_33889_length_408_cov_1.737313_g26201_i0.p1","pfam_1","AAA_16"
"NODE_33889_length_408_cov_1.737313_g26201_i0.p1","pfam_2","GAF"
"NODE_33889_length_408_cov_1.737313_g26201_i0.p1","pfam_3","GAF_2"
"NODE_33889_length_408_cov_1.737313_g26201_i0.p1","pfam_4","HATPase_c"
"NODE_33889_length_408_cov_1.737313_g26201_i0.p1","pfam_5","HisKA"
"NODE_33889_length_408_cov_1.737313_g26201_i0.p1","pfam_6","PAS_4"
"NODE_33889_length_408_cov_1.737313_g26201_i0.p1","pfam_7","PAS_9"
"NODE_33889_length_408_cov_1.737313_g26201_i0.p1","pfam_8","Pkinase"
"NODE_33889_length_408_cov_1.737313_g26201_i0.p1","pfam_9","Response_reg"
"NODE_3388_length_2823_cov_109.298182_g2284_i1.p1","pfam_1","ICL"
"NODE_3388_length_2823_cov_109.298182_g2284_i1.p2","pfam_1","DSPc"
"NODE_3388_length_2823_cov_109.298182_g2284_i1.p2","pfam_2","Y_phosphatase"
"NODE_33892_length_408_cov_1.528358_g26204_i0.p1","pfam_1","Ank_2"
"NODE_33892_length_408_cov_1.528358_g26204_i0.p1","pfam_2","Ank_3"
"NODE_33892_length_408_cov_1.528358_g26204_i0.p1","pfam_3","Ank_4"
"NODE_33892_length_408_cov_1.528358_g26204_i0.p1","pfam_4","Ank_5"
"NODE_33895_length_408_cov_1.361194_g26207_i0.p1","pfam_1","AA_kinase"
"NODE_33895_length_408_cov_1.361194_g26207_i0.p1","pfam_2","ACT_7"
"NODE_33897_length_408_cov_1.349254_g26209_i0.p1","pfam_1","PEPcase"
"NODE_33899_length_407_cov_10.580838_g26211_i0.p1","pfam_1","TetR_N"
"NODE_3389_length_2823_cov_24.434545_g2285_i0.p1","pfam_1","Kinesin"
"NODE_33900_length_407_cov_5.116766_g26212_i0.p1","pfam_1","ABC_ATPase"
"NODE_33901_length_407_cov_4.550898_g26213_i0.p1","pfam_1","C2"
"NODE_33908_length_407_cov_2.296407_g26220_i0.p1","pfam_1","Peptidase_S28"
"NODE_33913_length_407_cov_2.089820_g26225_i0.p1","pfam_1","Arm"
"NODE_33913_length_407_cov_2.089820_g26225_i0.p1","pfam_2","U-box"
"NODE_33914_length_407_cov_2.059880_g26226_i0.p1","pfam_1","4HBT"
"NODE_33918_length_407_cov_1.868263_g26230_i0.p1","pfam_1","DUF5314"
"NODE_33918_length_407_cov_1.868263_g26230_i0.p1","pfam_2","RVT_2"
"NODE_33918_length_407_cov_1.868263_g26230_i0.p1","pfam_3","Retrotran_gag_2"
"NODE_33918_length_407_cov_1.868263_g26230_i0.p1","pfam_4","gag_pre-integrs"
"NODE_33918_length_407_cov_1.868263_g26230_i0.p1","pfam_5","rve"
"NODE_33918_length_407_cov_1.868263_g26230_i0.p1","pfam_6","zf-CCHC"
"NODE_33919_length_407_cov_1.733533_g26231_i0.p1","pfam_1","HSF_DNA-bind"
"NODE_33919_length_407_cov_1.733533_g26231_i0.p1","pfam_2","TPR_12"
"NODE_33925_length_407_cov_1.604790_g26237_i0.p1","pfam_1","Sulfotransfer_3"
"NODE_33925_length_407_cov_1.604790_g26237_i0.p1","pfam_2","TPR_16"
"NODE_33925_length_407_cov_1.604790_g26237_i0.p1","pfam_3","TPR_2"
"NODE_33925_length_407_cov_1.604790_g26237_i0.p1","pfam_4","TPR_8"
"NODE_33926_length_407_cov_1.583832_g26238_i0.p1","pfam_1","FMO-like"
"NODE_33927_length_407_cov_1.553892_g26239_i0.p1","pfam_1","Plug"
"NODE_33927_length_407_cov_1.553892_g26239_i0.p1","pfam_2","TonB_dep_Rec"
"NODE_33928_length_407_cov_1.502994_g26240_i0.p1","pfam_1","Guanylate_cyc"
"NODE_33928_length_407_cov_1.502994_g26240_i0.p1","pfam_2","PDEase_I"
"NODE_3392_length_2822_cov_14.852674_g1305_i1.p1","pfam_1","SAP"
"NODE_33930_length_407_cov_1.386228_g26242_i0.p1","pfam_1","PBP_like_2"
"NODE_33932_length_407_cov_1.296407_g26244_i0.p2","pfam_1","Ribonucleas_3_3"
"NODE_33932_length_407_cov_1.296407_g26244_i0.p2","pfam_2","dsrm"
"NODE_33934_length_407_cov_1.182635_g26246_i0.p1","pfam_1","Ank_2"
"NODE_33934_length_407_cov_1.182635_g26246_i0.p1","pfam_2","Ank_3"
"NODE_33934_length_407_cov_1.182635_g26246_i0.p1","pfam_3","Ank_4"
"NODE_33934_length_407_cov_1.182635_g26246_i0.p1","pfam_4","Ank_5"
"NODE_33934_length_407_cov_1.182635_g26246_i0.p1","pfam_5","Death"
"NODE_3393_length_2822_cov_11.481630_g2287_i0.p1","pfam_1","adh_short"
"NODE_33945_length_406_cov_5.267267_g26257_i0.p1","pfam_1","PPK2"
"NODE_33946_length_406_cov_4.957958_g26258_i0.p1","pfam_1","Hpt"
"NODE_33947_length_406_cov_4.702703_g26259_i0.p1","pfam_1","Hydrolase_4"
"NODE_33947_length_406_cov_4.702703_g26259_i0.p1","pfam_2","Peptidase_S15"
"NODE_3394_length_2822_cov_11.183703_g2287_i1.p1","pfam_1","adh_short"
"NODE_33953_length_406_cov_2.765766_g26265_i0.p1","pfam_1","Sulfate_transp"
"NODE_33954_length_406_cov_2.756757_g26266_i0.p2","pfam_1","Aminotran_3"
"NODE_33956_length_406_cov_2.546547_g26268_i0.p1","pfam_1","TauE"
"NODE_33957_length_406_cov_2.489489_g26269_i0.p1","pfam_1","Fasciclin"
"NODE_33958_length_406_cov_2.435435_g26270_i0.p1","pfam_1","Acyl-CoA_dh_1"
"NODE_33958_length_406_cov_2.435435_g26270_i0.p1","pfam_2","Acyl-CoA_dh_C"
"NODE_33958_length_406_cov_2.435435_g26270_i0.p1","pfam_3","Acyl-CoA_dh_M"
"NODE_33958_length_406_cov_2.435435_g26270_i0.p1","pfam_4","Acyl-CoA_dh_N"
"NODE_33958_length_406_cov_2.435435_g26270_i0.p1","pfam_5","AcylCoA_DH_N"
"NODE_33959_length_406_cov_2.414414_g26271_i0.p2","pfam_1","EFG_C"
"NODE_33959_length_406_cov_2.414414_g26271_i0.p2","pfam_2","GTP_EFTU"
"NODE_33959_length_406_cov_2.414414_g26271_i0.p2","pfam_3","GTP_EFTU_D2"
"NODE_33960_length_406_cov_2.135135_g26272_i0.p1","pfam_1","PDZ_2"
"NODE_33960_length_406_cov_2.135135_g26272_i0.p1","pfam_2","T2SSC"
"NODE_33965_length_406_cov_1.789790_g26277_i0.p1","pfam_1","HSF_DNA-bind"
"NODE_33965_length_406_cov_1.789790_g26277_i0.p1","pfam_2","TPR_12"
"NODE_33967_length_406_cov_1.747748_g26279_i0.p1","pfam_1","UPF0051"
"NODE_33970_length_406_cov_1.633634_g26282_i0.p3","pfam_1","IlvC"
"NODE_33970_length_406_cov_1.633634_g26282_i0.p3","pfam_2","IlvN"
"NODE_33975_length_406_cov_1.168168_g26287_i0.p1","pfam_1","GSH-S_ATP"
"NODE_33975_length_406_cov_1.168168_g26287_i0.p1","pfam_2","GSH-S_N"
"NODE_33977_length_406_cov_1.003003_g26289_i0.p1","pfam_1","Methyltransf_16"
"NODE_33982_length_405_cov_5.087349_g26294_i0.p4","pfam_1","OEP"
"NODE_33985_length_405_cov_4.045181_g26297_i0.p1","pfam_1","Pantoate_transf"
"NODE_33986_length_405_cov_3.876506_g26298_i0.p2","pfam_1","Aminotran_3"
"NODE_33987_length_405_cov_3.620482_g26299_i0.p1","pfam_1","FleQ"
"NODE_33987_length_405_cov_3.620482_g26299_i0.p1","pfam_2","HTH_8"
"NODE_33987_length_405_cov_3.620482_g26299_i0.p1","pfam_3","Sigma54_activat"
"NODE_33989_length_405_cov_3.451807_g26301_i0.p1","pfam_1","PCMT"
"NODE_3398_length_2820_cov_88.962141_g2290_i0.p1","pfam_1","adh_short"
"NODE_33991_length_405_cov_2.945783_g26303_i0.p1","pfam_1","Thiolase_C"
"NODE_33991_length_405_cov_2.945783_g26303_i0.p1","pfam_2","Thiolase_N"
"NODE_33993_length_405_cov_2.527108_g26305_i0.p1","pfam_1","PseudoU_synth_1"
"NODE_33997_length_405_cov_2.367470_g26309_i0.p1","pfam_1","AAA_2"
"NODE_33997_length_405_cov_2.367470_g26309_i0.p1","pfam_2","ClpB_D2-small"
"NODE_33999_length_405_cov_2.069277_g26311_i0.p2","pfam_1","AMP-binding"
"NODE_3399_length_2820_cov_75.357845_g2156_i1.p1","pfam_1","Mito_carr"
"NODE_33_length_9074_cov_320.664593_g23_i0.p2","pfam_1","SQHop_cyclase_C"
"NODE_33_length_9074_cov_320.664593_g23_i0.p2","pfam_2","SQHop_cyclase_N"
"NODE_33_length_9074_cov_320.664593_g23_i0.p1","pfam_1","CobN-Mg_chel"
"NODE_33_length_9074_cov_320.664593_g23_i0.p1","pfam_2","DUF3479"
"NODE_34001_length_405_cov_1.807229_g26313_i0.p1","pfam_1","S4"
"NODE_34001_length_405_cov_1.807229_g26313_i0.p1","pfam_2","tRNA-synt_1b"
"NODE_34005_length_405_cov_1.397590_g26317_i0.p1","pfam_1","Guanylate_cyc"
"NODE_34005_length_405_cov_1.397590_g26317_i0.p1","pfam_2","PDEase_I"
"NODE_34006_length_405_cov_1.292169_g26318_i0.p1","pfam_1","Laminin_G_3"
"NODE_3400_length_2820_cov_19.624681_g2208_i1.p2","pfam_1","Macro"
"NODE_3400_length_2820_cov_19.624681_g2208_i1.p1","pfam_1","AAA"
"NODE_34015_length_404_cov_4.432024_g26327_i0.p1","pfam_1","Mito_carr"
"NODE_34018_length_404_cov_3.996979_g26330_i0.p1","pfam_1","H2O2_YaaD"
"NODE_34020_length_404_cov_3.764350_g26332_i0.p2","pfam_1","Dus"
"NODE_34023_length_404_cov_3.102719_g26335_i0.p1","pfam_1","Aminotran_4"
"NODE_34024_length_404_cov_3.075529_g26336_i0.p1","pfam_1","Tad"
"NODE_34024_length_404_cov_3.075529_g26336_i0.p1","pfam_2","Tad_C"
"NODE_34027_length_404_cov_2.870091_g26339_i0.p1","pfam_1","NAD-GH"
"NODE_34028_length_404_cov_2.867069_g26340_i0.p2","pfam_1","CHASE"
"NODE_34028_length_404_cov_2.867069_g26340_i0.p2","pfam_2","HATPase_c"
"NODE_34028_length_404_cov_2.867069_g26340_i0.p2","pfam_3","HisKA"
"NODE_34028_length_404_cov_2.867069_g26340_i0.p2","pfam_4","Hpt"
"NODE_34028_length_404_cov_2.867069_g26340_i0.p2","pfam_5","MASE1"
"NODE_34028_length_404_cov_2.867069_g26340_i0.p2","pfam_6","Reg_prop"
"NODE_34028_length_404_cov_2.867069_g26340_i0.p2","pfam_7","Response_reg"
"NODE_34028_length_404_cov_2.867069_g26340_i0.p2","pfam_8","Y_Y_Y"
"NODE_3402_length_2818_cov_20.996721_g1747_i1.p1","pfam_1","RRM_2"
"NODE_34035_length_404_cov_2.432024_g26347_i0.p1","pfam_1","ACP_syn_III"
"NODE_34035_length_404_cov_2.432024_g26347_i0.p1","pfam_2","ACP_syn_III_C"
"NODE_34036_length_404_cov_2.389728_g26348_i0.p2","pfam_1","DNA_pol3_delta2"
"NODE_34038_length_404_cov_2.090634_g26350_i0.p1","pfam_1","RabGAP-TBC"
"NODE_3403_length_2818_cov_19.084517_g2291_i0.p2","pfam_1","DTW"
"NODE_3403_length_2818_cov_19.084517_g2291_i0.p1","pfam_1","Beta-lactamase"
"NODE_34044_length_404_cov_1.694864_g26356_i0.p1","pfam_1","F420_oxidored"
"NODE_34046_length_404_cov_1.625378_g26358_i0.p1","pfam_1","ABC_tran"
"NODE_34047_length_404_cov_1.604230_g26359_i0.p1","pfam_1","DUF2057"
"NODE_34048_length_404_cov_1.592145_g26360_i0.p1","pfam_1","DEAD"
"NODE_34048_length_404_cov_1.592145_g26360_i0.p1","pfam_2","Helicase_C"
"NODE_3404_length_2818_cov_18.298361_g2291_i1.p1","pfam_1","Beta-lactamase"
"NODE_3404_length_2818_cov_18.298361_g2291_i1.p2","pfam_1","DTW"
"NODE_34051_length_404_cov_1.486405_g26363_i0.p1","pfam_1","ACT_4"
"NODE_34051_length_404_cov_1.486405_g26363_i0.p1","pfam_2","HD_4"
"NODE_34051_length_404_cov_1.486405_g26363_i0.p1","pfam_3","RelA_SpoT"
"NODE_34051_length_404_cov_1.486405_g26363_i0.p1","pfam_4","TGS"
"NODE_34056_length_404_cov_1.202417_g26368_i0.p1","pfam_1","DTW"
"NODE_3405_length_2818_cov_7.076867_g2292_i0.p1","pfam_1","Pkinase"
"NODE_3405_length_2818_cov_7.076867_g2292_i0.p2","pfam_1","O-FucT"
"NODE_34064_length_403_cov_3.766667_g26376_i0.p1","pfam_1","UDG"
"NODE_34066_length_403_cov_3.660606_g26378_i0.p1","pfam_1","KH_1"
"NODE_34066_length_403_cov_3.660606_g26378_i0.p1","pfam_2","PNPase"
"NODE_34066_length_403_cov_3.660606_g26378_i0.p1","pfam_3","RNase_PH"
"NODE_34066_length_403_cov_3.660606_g26378_i0.p1","pfam_4","RNase_PH_C"
"NODE_34066_length_403_cov_3.660606_g26378_i0.p1","pfam_5","S1"
"NODE_34069_length_403_cov_3.430303_g26381_i0.p2","pfam_1","PIN_4"
"NODE_34069_length_403_cov_3.430303_g26381_i0.p2","pfam_2","PhoH"
"NODE_34070_length_403_cov_2.936364_g26382_i0.p1","pfam_1","ALO"
"NODE_34070_length_403_cov_2.936364_g26382_i0.p1","pfam_2","FAD_binding_4"
"NODE_34075_length_403_cov_2.648485_g26387_i0.p1","pfam_1","Ank"
"NODE_34075_length_403_cov_2.648485_g26387_i0.p1","pfam_2","Ank_2"
"NODE_34075_length_403_cov_2.648485_g26387_i0.p1","pfam_3","Ank_3"
"NODE_34075_length_403_cov_2.648485_g26387_i0.p1","pfam_4","Ank_4"
"NODE_34079_length_403_cov_2.554545_g26391_i0.p1","pfam_1","HpcH_HpaI"
"NODE_34083_length_403_cov_2.412121_g26395_i0.p1","pfam_1","ETF_QO"
"NODE_34083_length_403_cov_2.412121_g26395_i0.p1","pfam_2","FAD_binding_2"
"NODE_34083_length_403_cov_2.412121_g26395_i0.p1","pfam_3","NAD_binding_8"
"NODE_34083_length_403_cov_2.412121_g26395_i0.p1","pfam_4","Thi4"
"NODE_34087_length_403_cov_2.163636_g26399_i0.p1","pfam_1","Anticodon_1"
"NODE_34087_length_403_cov_2.163636_g26399_i0.p1","pfam_2","tRNA-synt_1"
"NODE_34087_length_403_cov_2.163636_g26399_i0.p1","pfam_3","zf-FPG_IleRS"
"NODE_3408_length_2816_cov_338.000729_g2293_i0.p1","pfam_1","Helitron_like_N"
"NODE_3408_length_2816_cov_338.000729_g2293_i0.p1","pfam_2","PIF1"
"NODE_34090_length_403_cov_2.118182_g26402_i0.p1","pfam_1","MFS_3"
"NODE_34091_length_403_cov_2.084848_g26403_i0.p1","pfam_1","PseudoU_synth_2"
"NODE_34094_length_403_cov_1.921212_g26406_i0.p2","pfam_1","DNA_pol3_beta"
"NODE_34094_length_403_cov_1.921212_g26406_i0.p2","pfam_2","DNA_pol3_beta_2"
"NODE_34094_length_403_cov_1.921212_g26406_i0.p2","pfam_3","DNA_pol3_beta_3"
"NODE_34098_length_403_cov_1.466667_g26410_i0.p1","pfam_1","KH_2"
"NODE_34098_length_403_cov_1.466667_g26410_i0.p1","pfam_2","MMR_HSR1"
"NODE_3409_length_2816_cov_39.369304_g2294_i0.p1","pfam_1","NHL"
"NODE_3409_length_2816_cov_39.369304_g2294_i0.p1","pfam_2","PHD"
"NODE_340_length_5433_cov_16.348881_g224_i1.p1","pfam_1","DENN"
"NODE_340_length_5433_cov_16.348881_g224_i1.p1","pfam_2","dDENN"
"NODE_34101_length_403_cov_1.339394_g26413_i0.p1","pfam_1","ABC_tran"
"NODE_34101_length_403_cov_1.339394_g26413_i0.p1","pfam_2","ABC_tran_Xtn"
"NODE_34102_length_403_cov_1.315152_g26414_i0.p3","pfam_1","DUF2309"
"NODE_34103_length_403_cov_1.293939_g26415_i0.p1","pfam_1","Hist_deacetyl"
"NODE_34111_length_402_cov_10.124620_g26423_i0.p1","pfam_1","HSF_DNA-bind"
"NODE_34119_length_402_cov_3.103343_g26431_i0.p1","pfam_1","YGGT"
"NODE_3411_length_2816_cov_10.822457_g2296_i0.p1","pfam_1","Kringle"
"NODE_3411_length_2816_cov_10.822457_g2296_i0.p1","pfam_2","Notch"
"NODE_3411_length_2816_cov_10.822457_g2296_i0.p1","pfam_3","P_proprotein"
"NODE_3411_length_2816_cov_10.822457_g2296_i0.p1","pfam_4","Peptidase_S8"
"NODE_34121_length_402_cov_3.082067_g26433_i0.p1","pfam_1","HTH_8"
"NODE_34121_length_402_cov_3.082067_g26433_i0.p1","pfam_2","Response_reg"
"NODE_34121_length_402_cov_3.082067_g26433_i0.p1","pfam_3","Sigma54_activ_2"
"NODE_34121_length_402_cov_3.082067_g26433_i0.p1","pfam_4","Sigma54_activat"
"NODE_34126_length_402_cov_2.261398_g26438_i0.p1","pfam_1","N_methyl"
"NODE_34127_length_402_cov_2.246201_g26439_i0.p1","pfam_1","PI-PLC-X"
"NODE_34127_length_402_cov_2.246201_g26439_i0.p1","pfam_2","PI-PLC-Y"
"NODE_3412_length_2815_cov_195.100656_g2297_i0.p1","pfam_1","PP2C"
"NODE_34130_length_402_cov_2.106383_g26442_i0.p1","pfam_1","FHA"
"NODE_34130_length_402_cov_2.106383_g26442_i0.p1","pfam_2","T2SSE"
"NODE_34132_length_402_cov_1.939210_g26444_i0.p3","pfam_1","zf-MYND"
"NODE_34132_length_402_cov_1.939210_g26444_i0.p3","pfam_2","zf-Mss51"
"NODE_34134_length_402_cov_1.784195_g26446_i0.p1","pfam_1","adh_short"
"NODE_34135_length_402_cov_1.778116_g26447_i0.p1","pfam_1","PPR"
"NODE_34135_length_402_cov_1.778116_g26447_i0.p1","pfam_2","PPR_2"
"NODE_34135_length_402_cov_1.778116_g26447_i0.p1","pfam_3","PPR_3"
"NODE_34139_length_402_cov_1.598784_g26451_i0.p2","pfam_1","DUF179"
"NODE_34141_length_402_cov_1.562310_g26453_i0.p1","pfam_1","Hydant_A_N"
"NODE_34141_length_402_cov_1.562310_g26453_i0.p1","pfam_2","Hydantoinase_A"
"NODE_34142_length_402_cov_1.483283_g26454_i0.p1","pfam_1","HMGL-like"
"NODE_34142_length_402_cov_1.483283_g26454_i0.p1","pfam_2","LeuA_dimer"
"NODE_34147_length_402_cov_1.176292_g26459_i0.p1","pfam_1","Str_synth"
"NODE_34148_length_402_cov_1.066869_g26460_i0.p1","pfam_1","ILVD_EDD"
"NODE_34156_length_401_cov_8.658537_g26468_i0.p1","pfam_1","DUF1989"
"NODE_34158_length_401_cov_5.509146_g26470_i0.p2","pfam_1","Fe-S_biosyn"
"NODE_3415_length_2815_cov_7.505106_g2300_i0.p1","pfam_1","HAD_2"
"NODE_3415_length_2815_cov_7.505106_g2300_i0.p1","pfam_2","Hydrolase"
"NODE_3415_length_2815_cov_7.505106_g2300_i0.p1","pfam_3","Hydrolase_like"
