Culture,Taxa,Shelf,Treatment,rep,File,DATE,TIME,PAR,Fo(or_F),Fm,FmDec,Fv,FvDEC,Fv/Fm,FvD/FmD,Sigma,p,Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fm(PAM),Fv/Fm(PAM),GAIN,MTF:Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fo-prime,qp-coeff,PAR,ETR,1/Tau,NPQ
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,High Fe,c,13pFe19.C.003,11/27/22,85195,1000,19434,19734,19749,301,315,0.015,0.016,22.5,0.37,0.07,689,0.33,17085,0.59,480977,--------,-------,14087,290336,0,19485,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18267.3,0.2,1000,666.3,71,0.2
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,High Fe,c,13pFe19.C.004,11/27/22,85236,1500,18334,18490,18533,156,198,0.008,0.011,44.6,0.46,0.1,829,0.36,20145,0.54,279095,--------,-------,15895,156784,0,18373,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,17365.3,0.14,1500,553.3,62.9,0.28
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,High Fe,c,13pFe19.C.005,11/27/22,85276,2000,17290,16962,18163,-327,874,-0.019,0.048,41.9,0.12,1,10,0,7161,0,60000,--------,-------,35,50,0,17286,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16459.5,-0.65,2000,-1688.9,28341.8,0.4
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Low Fe,a,13pFe21.9.A.000,12/6/22,71601,0,8629,11578,12346,2949,3716,0.255,0.301,223.3,0.03,0.43,2123,0.49,32486,0.08,60000,--------,-------,18289,21688,0,8925,0.03,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,9545.1,1,0,0,54.7,0
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Low Fe,a,13pFe21.9.A.001,12/6/22,71642,250,12815,12648,12637,-166,-178,-0.013,-0.014,548,0.04,0.1,284,0.84,23650,0.07,60785,--------,-------,21224,23823,0,12792,0,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,10703.4,-0.09,250,-38.2,47.1,-0.08
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Low Fe,a,13pFe21.9.A.002,12/6/22,71682,500,12231,12093,12096,-138,-135,-0.011,-0.011,549,0.03,0.21,273,0.71,18139,0.07,60000,--------,-------,14021,17367,0,12216,0,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,10352.9,-0.08,500,-66.3,71.3,-0.04
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Low Fe,a,13pFe21.9.A.003,12/6/22,71723,1000,11064,10937,10938,-127,-126,-0.012,-0.012,545.3,0.04,0.51,200,0.35,12797,0.14,110131,--------,-------,5382,20028,0,11035,0,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,9607,-0.1,1000,-134.4,185.8,0.06
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Low Fe,a,13pFe21.9.A.004,12/6/22,71764,1500,9605,9516,9518,-89,-87,-0.009,-0.009,547.2,0.03,0.55,201,0.35,11736,0.1,137384,--------,-------,4688,17601,0,9586,0,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,8624.2,-0.1,1500,-162.2,213.3,0.22
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Low Fe,a,13pFe21.9.A.005,12/6/22,71805,2000,8182,8118,8107,-64,-75,-0.008,-0.009,550.4,0.04,0.99,17,0.01,4642,0.01,940719,--------,-------,50,5258,0,8174,0,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,7563.8,-0.12,2000,-182.9,19957.9,0.43
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Low Fe,b,13pFe21.9.B.000,12/6/22,72977,0,4552,4824,4801,272,248,0.056,0.052,381.7,0.2,0.99,57,0.01,909,0,815696,--------,-------,65,3716,0,4660,0.02,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4896.2,1,0,0,15399.7,0
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Low Fe,b,13pFe21.9.B.001,12/6/22,73017,250,4302,4282,4523,-20,221,-0.005,0.049,167.9,0.05,0.9,11,0.1,8718,0.01,60000,--------,-------,856,1316,0,4297,0,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4287.4,3.63,250,-105.4,1168.4,0.13
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Low Fe,b,13pFe21.9.B.002,12/6/22,73056,500,4200,4268,4489,68,290,0.016,0.064,12.1,0.22,0.24,1553,0.54,12861,0.22,135713,--------,-------,9364,37784,0,4207,0,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4193.3,0.91,500,717.5,106.8,0.13
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Low Fe,b,13pFe21.9.B.003,12/6/22,73096,1000,4118,4111,4091,-7,-27,-0.002,-0.007,488,0.04,0.08,2396,0.83,7994,0.09,125393,--------,-------,7494,17954,0,4116,0,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4095,-0.43,1000,-153.5,133.4,0.17
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Low Fe,b,13pFe21.9.B.004,12/6/22,73136,1500,4024,4016,3996,-9,-28,-0.002,-0.007,464.9,0.08,0.03,2966,0.94,9336,0.03,74046,--------,-------,9171,11297,0,4025,0,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3999.8,-0.56,1500,-294.1,109,0.2
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Low Fe,b,13pFe21.9.B.005,12/6/22,73176,2000,3924,3909,3890,-14,-33,-0.004,-0.009,396.1,0.06,0.02,5513,0.67,33930,0.31,175929,--------,-------,33091,77398,0,3924,0,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3905.2,-3.53,2000,-653.7,30.2,0.23
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Low Fe,c,13pFe21.9.C.000,12/6/22,73461,0,10535,13689,14691,3154,4156,0.23,0.283,232.8,0.03,0.39,2417,0.51,30191,0.11,60000,--------,-------,18154,22554,0,10873,0.03,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11715.3,1,0,0,55.1,0
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Low Fe,c,13pFe21.9.C.001,12/6/22,73501,250,15314,15108,15034,-205,-280,-0.014,-0.019,531.2,0.04,0.04,293,0.88,25152,0.08,60000,--------,-------,24124,27128,0,15285,0,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,13367.8,-0.12,250,-45.5,41.5,-0.09
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Low Fe,c,13pFe21.9.C.002,12/6/22,73542,500,14801,14614,14579,-187,-222,-0.013,-0.015,538.4,0.04,0.08,302,0.85,19993,0.06,60000,--------,-------,18212,20899,0,14778,0,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,13014.4,-0.12,500,-85.8,54.9,-0.06
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Low Fe,c,13pFe21.9.C.003,12/6/22,73583,1000,13600,13463,13445,-137,-155,-0.01,-0.012,546.1,0.04,0.17,303,0.76,17673,0.07,60000,--------,-------,14502,17900,0,13580,0,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,12140.6,-0.1,1000,-135.8,69,0.02
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Low Fe,c,13pFe21.9.C.004,12/6/22,73624,1500,11980,11895,11899,-85,-81,-0.007,-0.007,549.2,0.04,0.39,254,0.51,13655,0.1,60000,--------,-------,7777,13000,0,11970,0,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,10946.6,-0.09,1500,-143,128.6,0.15
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Low Fe,c,13pFe21.9.C.005,12/6/22,73665,2000,10441,10361,10359,-80,-82,-0.008,-0.008,546.9,0.04,0.56,197,0.34,11163,0.1,60000,--------,-------,4331,9813,0,10429,0,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,9723.5,-0.12,2000,-205.5,230.9,0.32
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Iron Add-Back,a,13add_back.A.000,12/7/22,70573,0,11762,18453,18977,6691,7215,0.363,0.38,209.2,0.03,0.48,844,0.38,5513,0.15,60000,--------,-------,2913,11234,0,12390,0.05,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11673.2,1,0,0,343.3,0
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Iron Add-Back,a,13add_back.A.001,12/7/22,70614,250,22353,22688,22754,335,401,0.015,0.018,143.3,0.4,0.06,1389,0.6,18667,0.34,484937,--------,-------,17173,177244,0,22460,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18147.1,0.07,250,28.2,58.2,-0.19
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Iron Add-Back,a,13add_back.A.002,12/7/22,70655,500,21540,21827,21908,286,367,0.013,0.017,140.1,0.43,0.06,1947,0.65,8700,0.29,642148,--------,-------,8099,191135,0,21627,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18470,0.09,500,50.1,123.5,-0.15
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Iron Add-Back,a,13add_back.A.003,12/7/22,70696,1000,19279,19450,19470,171,191,0.009,0.01,89.6,0.25,0.08,948,0.39,5795,0.53,1184434,--------,-------,4967,635183,0,19371,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,17166.7,0.07,1000,67.2,201.3,-0.05
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Iron Add-Back,a,13add_back.A.004,12/7/22,70737,1500,16551,17135,17185,583,634,0.034,0.037,14.9,0.48,0.15,857,0.3,6659,0.55,961831,--------,-------,4697,532201,0,16616,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,14815.6,0.25,1500,390,212.9,0.08
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Iron Add-Back,a,13add_back.A.005,12/7/22,70777,2000,13868,13793,13746,-75,-122,-0.005,-0.009,539.4,0.04,0.93,34,0.04,4533,0.03,403555,--------,-------,199,12554,0,13849,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,12767.5,-0.07,2000,-83.1,5018.3,0.34
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Iron Add-Back,b,13add_backB.000,12/7/22,71018,0,14265,22473,23153,8208,8888,0.365,0.384,209.9,0.03,0.53,1017,0.37,7485,0.11,84765,--------,-------,3680,12204,0,15074,0.05,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,14435.5,1,0,0,271.7,0
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Iron Add-Back,b,13add_backB.001,12/7/22,71059,250,27336,27554,27606,218,269,0.008,0.01,147.6,0.59,0.04,710,0.35,22532,0.61,999163,--------,-------,20411,621456,0,27462,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22694,0.04,250,15.1,49,-0.18
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Iron Add-Back,b,13add_backB.002,12/7/22,71100,500,26338,26560,26640,222,302,0.008,0.011,146,0.61,0.04,972,0.45,11714,0.51,889481,--------,-------,10818,461855,0,26449,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22993.2,0.06,500,31.8,92.4,-0.15
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Iron Add-Back,b,13add_backB.003,12/7/22,71141,1000,23858,23381,24084,-477,226,-0.02,0.009,62.4,0.08,1,10,0,3373,0,60000,--------,-------,21,109,0,23837,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,21356.2,-0.24,1000,-155.2,47879.9,-0.04
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Iron Add-Back,b,13add_backB.004,12/7/22,71182,1500,20759,20655,20604,-104,-156,-0.005,-0.008,535.1,0.04,0.98,26,0,4345,0.02,65469,--------,-------,32,1019,0,20741,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,18680.3,-0.05,1500,-57.3,30848.5,0.09
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Iron Add-Back,b,13add_backB.005,12/7/22,71222,2000,17616,17546,17510,-70,-106,-0.004,-0.006,525.6,0.04,0.92,34,0.06,3406,0.02,60000,--------,-------,225,1631,0,17609,0,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16350.1,-0.06,2000,-60.9,4440.7,0.28
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Iron Add-Back,c,13add_back.C.000,12/7/22,72170,0,14829,16716,16634,1887,1805,0.113,0.108,720.3,0.7,0.97,127,0.01,834,0.02,950790,--------,-------,135,14806,0,16087,0.08,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16841.2,1,0,0,7428.5,0
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Iron Add-Back,c,13add_back.C.001,12/7/22,72210,250,12624,12839,12908,215,284,0.017,0.022,104.5,0.08,0.42,1248,0.32,13003,0.26,92579,--------,-------,6310,29078,0,12657,0,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,12231.4,0.35,250,353.2,158.5,0.3
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Iron Add-Back,c,13add_back.C.002,12/7/22,72251,500,12233,12385,12431,151,198,0.012,0.016,104.6,0.26,0.28,1276,0.46,8769,0.26,85127,--------,-------,5936,26615,0,12252,0,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11711.2,0.22,500,515.5,168.5,0.35
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Iron Add-Back,c,13add_back.C.003,12/7/22,72292,1000,11836,11927,11938,91,102,0.008,0.009,110,0.35,0.15,931,0.47,9211,0.37,352039,--------,-------,7170,135516,0,11863,0,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11294.9,0.14,1000,648,139.5,0.4
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Iron Add-Back,c,13add_back.C.004,12/7/22,72333,1500,11373,11470,11474,96,101,0.008,0.009,58.8,0.39,0.15,928,0.39,7871,0.46,597953,--------,-------,5974,280661,0,11402,0,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,10877.4,0.16,1500,1063.2,167.4,0.46
Gephyrocapsa huxleyi,Coccolithophore,Outer Shelf,Iron Add-Back,c,13add_back.C.005,12/7/22,72373,2000,10860,10911,10922,51,62,0.005,0.006,118.6,0.48,0.11,859,0.42,8738,0.48,466613,--------,-------,7129,226471,0,10880,0,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,10395.2,0.1,2000,790.3,140.3,0.53
