"orfs","ko_iteration","ko_id"
"NODE_31178_length_481_cov_1.519608_g23490_i0.p1","ko:_1","K01533"
"NODE_31179_length_481_cov_1.404412_g23491_i0.p2","ko:_1","K10943"
"NODE_31180_length_481_cov_1.174020_g23492_i0.p2","ko:_1","K01873"
"NODE_31189_length_480_cov_7.238329_g23501_i0.p1","ko:_1","K04615"
"NODE_31195_length_480_cov_3.329238_g23507_i0.p2","ko:_1","K00239"
"NODE_31198_length_480_cov_2.840295_g23510_i0.p1","ko:_1","K19525"
"NODE_3119_length_2906_cov_25.341687_g2109_i0.p1","ko:_1","K00797"
"NODE_31203_length_480_cov_2.240786_g23515_i0.p1","ko:_1","K00795"
"NODE_31214_length_479_cov_133.123153_g23526_i0.p2","ko:_1","K08515"
"NODE_3122_length_2905_cov_16.661723_g2112_i0.p1","ko:_1","K12855"
"NODE_31233_length_479_cov_3.000000_g23545_i0.p1","ko:_1","K03076"
"NODE_31238_length_479_cov_2.532020_g23550_i0.p1","ko:_1","K19531"
"NODE_31243_length_479_cov_1.684729_g23555_i0.p1","ko:_1","K03628"
"NODE_31247_length_479_cov_1.495074_g23559_i0.p1","ko:_1","K00963"
"NODE_31256_length_478_cov_12.814815_g23568_i0.p1","ko:_1","K14266"
"NODE_31261_length_478_cov_4.920988_g23573_i0.p1","ko:_1","K10806"
"NODE_31263_length_478_cov_3.343210_g23575_i0.p1","ko:_1","K03208"
"NODE_31264_length_478_cov_2.108642_g23576_i0.p1","ko:_1","K02871"
"NODE_31265_length_478_cov_2.076543_g23577_i0.p1","ko:_1","K03500"
"NODE_31266_length_478_cov_1.758025_g23578_i0.p1","ko:_1","K00611"
"NODE_31266_length_478_cov_1.758025_g23578_i0.p1","ko:_2","K09065"
"NODE_31266_length_478_cov_1.758025_g23578_i0.p1","ko:_3","K13252"
"NODE_31267_length_478_cov_1.646914_g23579_i0.p1","ko:_1","K21867"
"NODE_31272_length_477_cov_5.648515_g23584_i0.p2","ko:_1","K15505"
"NODE_31273_length_477_cov_5.507426_g23585_i0.p1","ko:_1","K00387"
"NODE_31280_length_477_cov_3.024752_g23592_i0.p1","ko:_1","K10773"
"NODE_3128_length_2903_cov_13.861837_g2115_i0.p1","ko:_1","K16732"
"NODE_31294_length_477_cov_1.336634_g23606_i0.p1","ko:_1","K10747"
"NODE_31299_length_476_cov_5.873449_g23611_i0.p1","ko:_1","K00799"
"NODE_31299_length_476_cov_5.873449_g23611_i0.p1","ko:_2","K01332"
"NODE_31301_length_476_cov_3.563275_g23613_i0.p1","ko:_1","K02517"
"NODE_3130_length_2902_cov_25.331212_g2117_i0.p1","ko:_1","K18460"
"NODE_31312_length_476_cov_2.223325_g23624_i0.p2","ko:_1","K01955"
"NODE_31315_length_476_cov_1.923077_g23627_i0.p1","ko:_1","K01811"
"NODE_31316_length_476_cov_1.888337_g23628_i0.p1","ko:_1","K02926"
"NODE_31317_length_476_cov_1.856079_g23629_i0.p1","ko:_1","K01974"
"NODE_31317_length_476_cov_1.856079_g23629_i0.p1","ko:_2","K11108"
"NODE_31323_length_476_cov_1.548387_g23635_i0.p1","ko:_1","K03406"
"NODE_31329_length_476_cov_0.967742_g23641_i0.p1","ko:_1","K07152"
"NODE_31332_length_475_cov_6.776119_g23644_i0.p2","ko:_1","K02316"
"NODE_31344_length_475_cov_3.226368_g23656_i0.p1","ko:_1","K01361"
"NODE_31349_length_475_cov_2.577114_g23661_i0.p1","ko:_1","K10942"
"NODE_31351_length_475_cov_2.330846_g23663_i0.p1","ko:_1","K02469"
"NODE_31354_length_475_cov_1.942786_g23666_i0.p3","ko:_1","K01945"
"NODE_31356_length_475_cov_1.773632_g23668_i0.p1","ko:_1","K18588"
"NODE_31362_length_474_cov_13.067332_g23674_i0.p1","ko:_1","K10754"
"NODE_31369_length_474_cov_2.825436_g23681_i0.p1","ko:_1","K14001"
"NODE_31371_length_474_cov_2.755611_g23683_i0.p1","ko:_1","K09458"
"NODE_31372_length_474_cov_2.476309_g23684_i0.p1","ko:_1","K03372"
"NODE_31376_length_474_cov_2.062344_g23688_i0.p1","ko:_1","K00600"
"NODE_31378_length_474_cov_1.960100_g23690_i0.p1","ko:_1","K00948"
"NODE_31381_length_474_cov_1.842893_g23693_i0.p2","ko:_1","K03684"
"NODE_31383_length_474_cov_1.688279_g23695_i0.p1","ko:_1","K15192"
"NODE_31388_length_474_cov_1.361596_g23700_i0.p1","ko:_1","K00951"
"NODE_31394_length_473_cov_5.057500_g23706_i0.p1","ko:_1","K01210"
"NODE_31409_length_473_cov_2.305000_g23721_i0.p1","ko:_1","K01704"
"NODE_31410_length_473_cov_2.267500_g23722_i0.p1","ko:_1","K01868"
"NODE_31422_length_473_cov_1.235000_g23734_i0.p1","ko:_1","K00854"
"NODE_31423_length_472_cov_28.423559_g23735_i0.p2","ko:_1","K11096"
"NODE_3142_length_2898_cov_9.838584_g2125_i0.p1","ko:_1","K21989"
"NODE_31431_length_472_cov_4.172932_g23743_i0.p1","ko:_1","K03327"
"NODE_31439_length_472_cov_3.070175_g23751_i0.p2","ko:_1","K01265"
"NODE_31446_length_472_cov_2.393484_g23758_i0.p1","ko:_1","K00948"
"NODE_31448_length_472_cov_2.258145_g23760_i0.p2","ko:_1","K01766"
"NODE_31448_length_472_cov_2.258145_g23760_i0.p2","ko:_2","K11717"
"NODE_31449_length_472_cov_2.082707_g23761_i0.p1","ko:_1","K14288"
"NODE_31453_length_472_cov_1.679198_g23765_i0.p1","ko:_1","K01647"
"NODE_31454_length_472_cov_1.591479_g23766_i0.p1","ko:_1","K00942"
"NODE_31457_length_472_cov_1.102757_g23769_i0.p1","ko:_1","K02556"
"NODE_31464_length_471_cov_3.396985_g23776_i0.p2","ko:_1","K15148"
"NODE_31469_length_471_cov_2.947236_g23781_i0.p1","ko:_1","K15738"
"NODE_3146_length_2897_cov_18.162181_g1858_i1.p1","ko:_1","K14439"
"NODE_31475_length_471_cov_2.424623_g23787_i0.p1","ko:_1","K00981"
"NODE_31476_length_471_cov_2.206030_g23788_i0.p1","ko:_1","K02515"
"NODE_31476_length_471_cov_2.206030_g23788_i0.p1","ko:_2","K06668"
"NODE_31476_length_471_cov_2.206030_g23788_i0.p1","ko:_3","K18679"
"NODE_31476_length_471_cov_2.206030_g23788_i0.p1","ko:_4","K18680"
"NODE_31479_length_471_cov_1.979899_g23791_i0.p1","ko:_1","K13111"
"NODE_31480_length_471_cov_1.957286_g23792_i0.p1","ko:_1","K06176"
"NODE_31485_length_471_cov_1.304020_g23797_i0.p1","ko:_1","K03524"
"NODE_31486_length_471_cov_1.080402_g23798_i0.p1","ko:_1","K06058"
"NODE_31488_length_470_cov_16.833753_g23800_i0.p2","ko:_1","K00134"
"NODE_3148_length_2896_cov_22.731137_g2130_i0.p1","ko:_1","K02541"
"NODE_3149_length_2896_cov_21.601134_g2131_i0.p1","ko:_1","K06269"
"NODE_31500_length_470_cov_3.125945_g23812_i0.p1","ko:_1","K18826"
"NODE_31503_length_470_cov_2.435768_g23815_i0.p1","ko:_1","K07240"
"NODE_31506_length_470_cov_2.158690_g23818_i0.p1","ko:_1","K00020"
"NODE_31506_length_470_cov_2.158690_g23818_i0.p1","ko:_2","K00042"
"NODE_31508_length_470_cov_2.020151_g23820_i0.p2","ko:_1","K14304"
"NODE_31509_length_470_cov_1.937028_g23821_i0.p2","ko:_1","K03980"
"NODE_31510_length_470_cov_1.924433_g23822_i0.p1","ko:_1","K02277"
"NODE_31516_length_470_cov_1.397985_g23828_i0.p2","ko:_1","K13411"
"NODE_31518_length_470_cov_1.297229_g23830_i0.p1","ko:_1","K12340"
"NODE_3151_length_2895_cov_33.475549_g1989_i1.p2","ko:_1","K02835"
"NODE_31526_length_469_cov_6.184343_g23838_i0.p1","ko:_1","K01414"
"NODE_3152_length_2895_cov_24.385542_g2133_i0.p1","ko:_1","K14555"
"NODE_31530_length_469_cov_4.760101_g23842_i0.p1","ko:_1","K06204"
"NODE_31532_length_469_cov_4.113636_g23844_i0.p1","ko:_1","K03621"
"NODE_31533_length_469_cov_4.078283_g23845_i0.p1","ko:_1","K01802"
"NODE_31538_length_469_cov_2.939394_g23850_i0.p1","ko:_1","K08484"
"NODE_31539_length_469_cov_2.858586_g23851_i0.p1","ko:_1","K18663"
"NODE_31540_length_469_cov_2.833333_g23852_i0.p1","ko:_1","K00573"
"NODE_31541_length_469_cov_2.810606_g23853_i0.p1","ko:_1","K01191"
"NODE_31544_length_469_cov_2.467172_g23856_i0.p1","ko:_1","K07093"
"NODE_31546_length_469_cov_2.083333_g23858_i0.p1","ko:_1","K00657"
"NODE_3154_length_2895_cov_18.386605_g2100_i1.p1","ko:_1","K01859"
"NODE_3154_length_2895_cov_18.386605_g2100_i1.p1","ko:_2","K17637"
"NODE_31552_length_469_cov_1.762626_g23864_i0.p1","ko:_1","K03046"
"NODE_31554_length_469_cov_1.750000_g23866_i0.p1","ko:_1","K00021"
"NODE_31566_length_468_cov_7.539241_g23878_i0.p2","ko:_1","K02601"
"NODE_31577_length_468_cov_3.417722_g23889_i0.p1","ko:_1","K06125"
"NODE_31581_length_468_cov_2.518987_g23893_i0.p1","ko:_1","K03320"
"NODE_31581_length_468_cov_2.518987_g23893_i0.p1","ko:_2","K07573"
"NODE_31589_length_468_cov_2.007595_g23901_i0.p3","ko:_1","K03406"
"NODE_3158_length_2894_cov_13.096774_g2136_i0.p1","ko:_1","K01624"
"NODE_31597_length_468_cov_1.579747_g23909_i0.p1","ko:_1","K00729"
"NODE_31597_length_468_cov_1.579747_g23909_i0.p1","ko:_2","K03027"
"NODE_315_length_5569_cov_72.465247_g211_i0.p2","ko:_1","K08770"
"NODE_315_length_5569_cov_72.465247_g211_i0.p1","ko:_1","K12524"
"NODE_31602_length_468_cov_1.326582_g23914_i0.p1","ko:_1","K01126"
"NODE_31603_length_468_cov_1.207595_g23915_i0.p1","ko:_1","K06867"
"NODE_3162_length_2892_cov_14.618304_g2137_i0.p1","ko:_1","K09419"
"NODE_31636_length_467_cov_2.302030_g23948_i0.p1","ko:_1","K00059"
"NODE_31638_length_467_cov_1.822335_g23950_i0.p2","ko:_1","K01937"
"NODE_3163_length_2892_cov_11.020220_g2138_i0.p2","ko:_1","K14297"
"NODE_3163_length_2892_cov_11.020220_g2138_i0.p2","ko:_2","K14306"
"NODE_3163_length_2892_cov_11.020220_g2138_i0.p2","ko:_3","K14307"
"NODE_31649_length_466_cov_4.592875_g23961_i0.p1","ko:_1","K03500"
"NODE_31652_length_466_cov_3.015267_g23964_i0.p1","ko:_1","K07661"
"NODE_31656_length_466_cov_2.778626_g23968_i0.p1","ko:_1","K03929"
"NODE_31658_length_466_cov_2.737913_g23970_i0.p1","ko:_1","K15446"
"NODE_31659_length_466_cov_2.562341_g23971_i0.p2","ko:_1","K02470"
"NODE_3165_length_2890_cov_42.794817_g1915_i3.p1","ko:_1","K02418"
"NODE_31663_length_466_cov_2.394402_g23975_i0.p1","ko:_1","K00953"
"NODE_31665_length_466_cov_2.236641_g23977_i0.p1","ko:_1","K21767"
"NODE_31666_length_466_cov_2.145038_g23978_i0.p1","ko:_1","K03885"
"NODE_31669_length_466_cov_1.954198_g23981_i0.p1","ko:_1","K06217"
"NODE_3166_length_2890_cov_35.687256_g2139_i0.p2","ko:_1","K04734"
"NODE_3166_length_2890_cov_35.687256_g2139_i0.p2","ko:_2","K05872"
"NODE_31676_length_466_cov_1.290076_g23988_i0.p2","ko:_1","K03527"
"NODE_31678_length_466_cov_1.272265_g23990_i0.p2","ko:_1","K00265"
"NODE_31679_length_466_cov_1.185751_g23991_i0.p1","ko:_1","K06168"
"NODE_3167_length_2889_cov_653.649858_g567_i2.p1","ko:_1","K01580"
"NODE_3167_length_2889_cov_653.649858_g567_i2.p1","ko:_2","K01594"
"NODE_31682_length_465_cov_4.017857_g23994_i0.p1","ko:_1","K15724"
"NODE_31684_length_465_cov_3.257653_g23996_i0.p1","ko:_1","K14819"
"NODE_31684_length_465_cov_3.257653_g23996_i0.p1","ko:_2","K20216"
"NODE_31684_length_465_cov_3.257653_g23996_i0.p1","ko:_3","K21946"
"NODE_31685_length_465_cov_3.076531_g23997_i0.p2","ko:_1","K00134"
"NODE_31689_length_465_cov_2.793367_g24001_i0.p1","ko:_1","K11121"
"NODE_31689_length_465_cov_2.793367_g24001_i0.p1","ko:_2","K11412"
"NODE_31690_length_465_cov_2.744898_g24002_i0.p1","ko:_1","K17893"
"NODE_31698_length_465_cov_1.918367_g24010_i0.p1","ko:_1","K01092"
"NODE_31703_length_465_cov_1.375000_g24015_i0.p1","ko:_1","K00615"
"NODE_31706_length_465_cov_1.176020_g24018_i0.p1","ko:_1","K06718"
"NODE_3170_length_2889_cov_16.178622_g2142_i0.p1","ko:_1","K06678"
"NODE_31715_length_464_cov_4.721228_g24027_i0.p2","ko:_1","K09458"
"NODE_31723_length_464_cov_2.631714_g24035_i0.p1","ko:_1","K01610"
"NODE_31724_length_464_cov_2.585678_g24036_i0.p1","ko:_1","K09903"
"NODE_31729_length_464_cov_2.398977_g24041_i0.p1","ko:_1","K01803"
"NODE_3172_length_2888_cov_120.513321_g2143_i0.p1","ko:_1","K19519"
"NODE_31731_length_464_cov_2.061381_g24043_i0.p1","ko:_1","K01148"
"NODE_31732_length_464_cov_2.028133_g24044_i0.p2","ko:_1","K02035"
"NODE_31733_length_464_cov_2.020460_g24045_i0.p2","ko:_1","K00134"
"NODE_31742_length_464_cov_1.552430_g24054_i0.p1","ko:_1","K03320"
"NODE_31743_length_464_cov_1.396419_g24055_i0.p1","ko:_1","K19525"
"NODE_3174_length_2888_cov_30.060036_g2145_i0.p1","ko:_1","K10609"
"NODE_3175_length_2888_cov_29.141030_g2145_i1.p1","ko:_1","K10609"
"NODE_31761_length_463_cov_2.300000_g24073_i0.p1","ko:_1","K10773"
"NODE_31762_length_463_cov_2.092308_g24074_i0.p2","ko:_1","K06861"
"NODE_31768_length_463_cov_1.566667_g24080_i0.p2","ko:_1","K01876"
"NODE_31773_length_462_cov_17.946015_g24085_i0.p1","ko:_1","K10866"
"NODE_31787_length_462_cov_2.876607_g24099_i0.p1","ko:_1","K17675"
"NODE_31789_length_462_cov_2.177378_g24101_i0.p2","ko:_1","K03621"
"NODE_31795_length_462_cov_1.676093_g24107_i0.p1","ko:_1","K05906"
"NODE_3179_length_2888_cov_9.740320_g2148_i0.p1","ko:_1","K04984"
"NODE_31802_length_462_cov_1.195373_g24114_i0.p2","ko:_1","K05800"
"NODE_31806_length_461_cov_7.043814_g24118_i0.p2","ko:_1","K03644"
"NODE_31810_length_461_cov_3.987113_g24122_i0.p1","ko:_1","K08360"
"NODE_31816_length_461_cov_2.541237_g24128_i0.p1","ko:_1","K13026"
"NODE_31828_length_461_cov_1.518041_g24140_i0.p1","ko:_1","K01956"
"NODE_31829_length_461_cov_1.456186_g24141_i0.p1","ko:_1","K00122"
"NODE_3182_length_2887_cov_38.779673_g2150_i0.p2","ko:_1","K04078"
"NODE_3182_length_2887_cov_38.779673_g2150_i0.p1","ko:_1","K17408"
"NODE_31833_length_461_cov_1.378866_g24145_i0.p1","ko:_1","K03185"
"NODE_31840_length_460_cov_7.180879_g24152_i0.p2","ko:_1","K00134"
"NODE_31845_length_460_cov_4.144703_g24157_i0.p1","ko:_1","K02580"
"NODE_31845_length_460_cov_4.144703_g24157_i0.p1","ko:_2","K04958"
"NODE_31845_length_460_cov_4.144703_g24157_i0.p1","ko:_3","K04960"
"NODE_31845_length_460_cov_4.144703_g24157_i0.p1","ko:_4","K18410"
"NODE_31845_length_460_cov_4.144703_g24157_i0.p1","ko:_5","K21871"
"NODE_3184_length_2887_cov_16.084222_g2152_i0.p1","ko:_1","K01873"
"NODE_31854_length_460_cov_2.979328_g24166_i0.p1","ko:_1","K20781"
"NODE_31855_length_460_cov_2.948320_g24167_i0.p2","ko:_1","K00766"
"NODE_31855_length_460_cov_2.948320_g24167_i0.p2","ko:_2","K13497"
"NODE_31858_length_460_cov_2.749354_g24170_i0.p1","ko:_1","K09533"
"NODE_3185_length_2886_cov_111.329541_g2153_i0.p2","ko:_1","K09486"
"NODE_3185_length_2886_cov_111.329541_g2153_i0.p1","ko:_1","K09486"
"NODE_31867_length_460_cov_1.808786_g24179_i0.p1","ko:_1","K09778"
"NODE_3186_length_2886_cov_110.160327_g2153_i1.p1","ko:_1","K09486"
"NODE_3186_length_2886_cov_110.160327_g2153_i1.p2","ko:_1","K09486"
"NODE_31872_length_460_cov_1.209302_g24184_i0.p1","ko:_1","K01426"
"NODE_31872_length_460_cov_1.209302_g24184_i0.p1","ko:_2","K02433"
"NODE_31877_length_459_cov_4.676166_g24189_i0.p1","ko:_1","K06173"
"NODE_31880_length_459_cov_3.295337_g24192_i0.p1","ko:_1","K11886"
"NODE_31885_length_459_cov_2.834197_g24197_i0.p2","ko:_1","K06653"
"NODE_31885_length_459_cov_2.834197_g24197_i0.p2","ko:_2","K15503"
"NODE_31888_length_459_cov_2.683938_g24200_i0.p1","ko:_1","K12735"
"NODE_3188_length_2886_cov_8.683256_g2154_i0.p1","ko:_1","K01180"
"NODE_31890_length_459_cov_2.572539_g24202_i0.p1","ko:_1","K10523"
"NODE_31896_length_459_cov_2.080311_g24208_i0.p2","ko:_1","K01968"
"NODE_3189_length_2885_cov_77.938122_g2155_i0.p2","ko:_1","K01802"
"NODE_31914_length_458_cov_2.537662_g24226_i0.p1","ko:_1","K00806"
"NODE_31915_length_458_cov_2.418182_g24227_i0.p1","ko:_1","K03327"
"NODE_31918_length_458_cov_2.028571_g24230_i0.p2","ko:_1","K00265"
"NODE_31918_length_458_cov_2.028571_g24230_i0.p2","ko:_2","K00284"
"NODE_3191_length_2885_cov_19.477596_g1295_i2.p1","ko:_1","K01049"
"NODE_3191_length_2885_cov_19.477596_g1295_i2.p1","ko:_2","K01050"
"NODE_31922_length_458_cov_1.649351_g24234_i0.p1","ko:_1","K14664"
"NODE_31930_length_457_cov_6.549479_g24242_i0.p2","ko:_1","K17506"
"NODE_31932_length_457_cov_4.539062_g24244_i0.p1","ko:_1","K01872"
"NODE_31932_length_457_cov_4.539062_g24244_i0.p1","ko:_2","K01873"
"NODE_31932_length_457_cov_4.539062_g24244_i0.p1","ko:_3","K03233"
"NODE_31932_length_457_cov_4.539062_g24244_i0.p1","ko:_4","K15439"
"NODE_31933_length_457_cov_3.302083_g24245_i0.p1","ko:_1","K10575"
"NODE_31933_length_457_cov_3.302083_g24245_i0.p1","ko:_2","K20129"
"NODE_31937_length_457_cov_3.114583_g24249_i0.p1","ko:_1","K03601"
"NODE_31942_length_457_cov_2.570312_g24254_i0.p1","ko:_1","K01897"
"NODE_31943_length_457_cov_2.557292_g24255_i0.p1","ko:_1","K01652"
"NODE_31946_length_457_cov_2.408854_g24258_i0.p2","ko:_1","K01872"
"NODE_31953_length_457_cov_1.893229_g24265_i0.p1","ko:_1","K15109"
"NODE_31957_length_457_cov_1.856771_g24269_i0.p2","ko:_1","K10901"
"NODE_3195_length_2884_cov_14.053006_g2158_i0.p1","ko:_1","K18953"
"NODE_3195_length_2884_cov_14.053006_g2158_i0.p1","ko:_2","K22262"
"NODE_31966_length_457_cov_1.291667_g24278_i0.p1","ko:_1","K00600"
"NODE_31967_length_457_cov_1.247396_g24279_i0.p2","ko:_1","K03431"
"NODE_31970_length_456_cov_17.608355_g24282_i0.p1","ko:_1","K22069"
"NODE_31972_length_456_cov_10.498695_g24284_i0.p1","ko:_1","K10838"
"NODE_31976_length_456_cov_3.979112_g24288_i0.p1","ko:_1","K00472"
"NODE_3197_length_2883_cov_38.472954_g2139_i1.p2","ko:_1","K04734"
"NODE_3197_length_2883_cov_38.472954_g2139_i1.p2","ko:_2","K05872"
"NODE_31987_length_456_cov_2.613577_g24299_i0.p1","ko:_1","K12322"
"NODE_31990_length_456_cov_2.046997_g24302_i0.p1","ko:_1","K08869"
"NODE_31991_length_456_cov_2.044386_g24303_i0.p1","ko:_1","K01012"
"NODE_31997_length_456_cov_1.783290_g24309_i0.p1","ko:_1","K02483"
"NODE_31997_length_456_cov_1.783290_g24309_i0.p1","ko:_2","K07659"
"NODE_3199_length_2883_cov_23.217794_g2159_i0.p1","ko:_1","K19755"
"NODE_319_length_5540_cov_25.840863_g214_i0.p1","ko:_1","K06889"
"NODE_319_length_5540_cov_25.840863_g214_i0.p2","ko:_1","K03167"
"NODE_32000_length_456_cov_1.699739_g24312_i0.p2","ko:_1","K10778"
"NODE_32007_length_456_cov_1.062663_g24319_i0.p1","ko:_1","K10275"
"NODE_32014_length_455_cov_5.473822_g24326_i0.p1","ko:_1","K02409"
"NODE_32035_length_455_cov_1.685864_g24347_i0.p1","ko:_1","K00627"
"NODE_32039_length_455_cov_1.607330_g24351_i0.p1","ko:_1","K21480"
"NODE_32048_length_454_cov_4.412073_g24360_i0.p2","ko:_1","K09786"
"NODE_32049_length_454_cov_3.383202_g24361_i0.p2","ko:_1","K03624"
"NODE_32053_length_454_cov_3.115486_g24365_i0.p1","ko:_1","K02575"
"NODE_32056_length_454_cov_2.897638_g24368_i0.p1","ko:_1","K03843"
"NODE_32058_length_454_cov_2.732283_g24370_i0.p1","ko:_1","K02519"
"NODE_3205_length_2880_cov_195.665835_g2163_i0.p1","ko:_1","K12483"
"NODE_32062_length_454_cov_2.459318_g24374_i0.p3","ko:_1","K03694"
"NODE_32064_length_454_cov_2.377953_g24376_i0.p1","ko:_1","K02519"
"NODE_32067_length_454_cov_2.149606_g24379_i0.p1","ko:_1","K01782"
"NODE_32068_length_454_cov_1.939633_g24380_i0.p1","ko:_1","K02502"
"NODE_32071_length_454_cov_1.734908_g24383_i0.p1","ko:_1","K00649"
"NODE_32071_length_454_cov_1.734908_g24383_i0.p1","ko:_2","K13356"
"NODE_32073_length_454_cov_1.477690_g24385_i0.p1","ko:_1","K00285"
"NODE_32074_length_454_cov_1.383202_g24386_i0.p1","ko:_1","K01637"
"NODE_3207_length_2880_cov_21.001069_g2165_i0.p3","ko:_1","K03438"
"NODE_32081_length_453_cov_3.876316_g24393_i0.p3","ko:_1","K00525"
"NODE_32084_length_453_cov_3.344737_g24396_i0.p1","ko:_1","K01487"
"NODE_32098_length_453_cov_2.165789_g24410_i0.p1","ko:_1","K16810"
"NODE_32100_length_453_cov_2.100000_g24412_i0.p1","ko:_1","K05539"
"NODE_32101_length_453_cov_2.052632_g24413_i0.p1","ko:_1","K10625"
"NODE_32102_length_453_cov_2.036842_g24414_i0.p2","ko:_1","K09747"
"NODE_32103_length_453_cov_1.834211_g24415_i0.p1","ko:_1","K15210"
"NODE_32105_length_453_cov_1.602632_g24417_i0.p2","ko:_1","K19044"
"NODE_32107_length_453_cov_1.276316_g24419_i0.p1","ko:_1","K06207"
"NODE_32116_length_452_cov_4.997361_g24428_i0.p1","ko:_1","K20971"
"NODE_32117_length_452_cov_4.947230_g24429_i0.p1","ko:_1","K00940"
"NODE_32118_length_452_cov_4.321900_g24430_i0.p1","ko:_1","K01057"
"NODE_32137_length_452_cov_1.957784_g24449_i0.p2","ko:_1","K03215"
"NODE_32141_length_452_cov_1.596306_g24453_i0.p1","ko:_1","K10407"
"NODE_32143_length_452_cov_1.253298_g24455_i0.p1","ko:_1","K06987"
"NODE_3214_length_2876_cov_149.728505_g2023_i1.p1","ko:_1","K00248"
"NODE_32163_length_451_cov_1.894180_g24475_i0.p1","ko:_1","K15102"
"NODE_32164_length_451_cov_1.727513_g24476_i0.p1","ko:_1","K07126"
"NODE_32183_length_450_cov_4.641910_g24495_i0.p1","ko:_1","K02613"
"NODE_32183_length_450_cov_4.641910_g24495_i0.p1","ko:_2","K05916"
"NODE_32188_length_450_cov_3.257294_g24500_i0.p3","ko:_1","K01928"
"NODE_32188_length_450_cov_3.257294_g24500_i0.p3","ko:_2","K01929"
"NODE_32188_length_450_cov_3.257294_g24500_i0.p3","ko:_3","K15792"
"NODE_32192_length_450_cov_2.496021_g24504_i0.p1","ko:_1","K00925"
"NODE_32195_length_450_cov_2.222812_g24507_i0.p2","ko:_1","K08086"
"NODE_321_length_5531_cov_108.695126_g216_i0.p1","ko:_1","K04646"
"NODE_32208_length_450_cov_1.212202_g24520_i0.p2","ko:_1","K00239"
"NODE_32217_length_449_cov_6.348404_g24529_i0.p1","ko:_1","K00661"
"NODE_3221_length_2875_cov_9.225910_g2042_i1.p2","ko:_1","K00767"
"NODE_32224_length_449_cov_3.029255_g24536_i0.p1","ko:_1","K10752"
"NODE_32226_length_449_cov_2.601064_g24538_i0.p2","ko:_1","K01803"
"NODE_32237_length_449_cov_1.757979_g24549_i0.p2","ko:_1","K02939"
"NODE_32240_length_449_cov_1.582447_g24552_i0.p1","ko:_1","K14772"
"NODE_32247_length_449_cov_1.273936_g24559_i0.p1","ko:_1","K01870"
"NODE_3224_length_2874_cov_27.348447_g2175_i0.p2","ko:_1","K19996"
"NODE_3224_length_2874_cov_27.348447_g2175_i0.p1","ko:_1","K01733"
"NODE_3226_length_2873_cov_25.616786_g937_i1.p2","ko:_1","K02604"
"NODE_32271_length_448_cov_1.344000_g24583_i0.p1","ko:_1","K05539"
"NODE_32273_length_448_cov_1.200000_g24585_i0.p1","ko:_1","K03529"
"NODE_32276_length_447_cov_29.847594_g24588_i0.p1","ko:_1","K02970"
"NODE_32278_length_447_cov_13.042781_g24590_i0.p1","ko:_1","K16547"
"NODE_32280_length_447_cov_8.588235_g24592_i0.p1","ko:_1","K00699"
"NODE_32280_length_447_cov_8.588235_g24592_i0.p1","ko:_2","K04628"
"NODE_32280_length_447_cov_8.588235_g24592_i0.p1","ko:_3","K05841"
"NODE_32290_length_447_cov_3.446524_g24602_i0.p1","ko:_1","K01962"
"NODE_32298_length_447_cov_2.708556_g24610_i0.p1","ko:_1","K00122"
"NODE_32299_length_447_cov_2.660428_g24611_i0.p1","ko:_1","K08311"
"NODE_3229_length_2872_cov_27.823508_g1914_i1.p2","ko:_1","K17679"
"NODE_3229_length_2872_cov_27.823508_g1914_i1.p1","ko:_1","K17679"
"NODE_32304_length_447_cov_2.454545_g24616_i0.p1","ko:_1","K03517"
"NODE_32307_length_447_cov_2.363636_g24619_i0.p2","ko:_1","K00472"
"NODE_32309_length_447_cov_2.270053_g24621_i0.p1","ko:_1","K16362"
"NODE_32317_length_447_cov_1.532086_g24629_i0.p1","ko:_1","K14834"
"NODE_3231_length_2871_cov_30.948535_g2041_i1.p2","ko:_1","K11339"
"NODE_32321_length_447_cov_1.171123_g24633_i0.p2","ko:_1","K03559"
"NODE_32329_length_446_cov_3.994638_g24641_i0.p1","ko:_1","K14981"
"NODE_32337_length_446_cov_2.820375_g24649_i0.p2","ko:_1","K03694"
"NODE_3233_length_2870_cov_38.052556_g2004_i1.p1","ko:_1","K12486"
"NODE_32340_length_446_cov_2.378016_g24652_i0.p1","ko:_1","K06631"
"NODE_32340_length_446_cov_2.378016_g24652_i0.p1","ko:_2","K06660"
"NODE_32344_length_446_cov_1.962466_g24656_i0.p1","ko:_1","K09701"
"NODE_32345_length_446_cov_1.855228_g24657_i0.p1","ko:_1","K01265"
"NODE_32345_length_446_cov_1.855228_g24657_i0.p1","ko:_2","K05337"
"NODE_32345_length_446_cov_1.855228_g24657_i0.p1","ko:_3","K08244"
"NODE_32345_length_446_cov_1.855228_g24657_i0.p1","ko:_4","K11797"
"NODE_3234_length_2870_cov_30.498034_g2178_i0.p1","ko:_1","K01404"
"NODE_3234_length_2870_cov_30.498034_g2178_i0.p1","ko:_2","K13539"
"NODE_32354_length_446_cov_1.565684_g24666_i0.p1","ko:_1","K11527"
"NODE_32359_length_446_cov_1.061662_g24671_i0.p1","ko:_1","K02454"
"NODE_3235_length_2870_cov_10.872721_g2179_i0.p1","ko:_1","K03453"
